Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Ashley Ainsworth,60,17,7,8,855.8999999999999,844.1000000000001,98.621334268022
Tom Nally,31,17,7,1,911.9199999999998,788.0800000000003,86.41986139135017
Mark Callaghan,32,17,5,0,856.8000000000001,843.2,98.4126984126984
Guy Chapple,39,17,2,6,1058.6400000000003,641.36,60.583390009823916
Jake Bigeni,64,16,14,13,1213.57,386.43,31.84241535304927
Geoff Webster,40,16,8,6,1497.44,102.56000000000003,6.849022331445669
Kyle Marshall,35,16,8,6,1189.2399999999998,410.76,34.53970603074233
Vance Stampalia,42,16,7,6,1581.06,18.93999999999999,1.197930502321227
Gary Whitaker,49,16,7,4,772.5299999999999,827.4699999999999,107.1116979275886
Jake Davis,41,16,6,0,932.78,667.22,71.53026437101997
Tom Gilligan,36,16,5,4,1271.27,328.73,25.85839357492901
Vaughan Duncan,34,16,4,3,953.63,646.37,67.77995658693624
Taylor Ford,63,15,17,10,1191.22,308.78,25.92132435654203
Jared Kahlefeldt,62,15,16,6,1222.5300000000002,277.4700000000001,22.696375549066282
Jack Watson,48,15,12,4,1177.7199999999998,322.28000000000003,27.3647386475563
Sebastian Piltz,50,15,10,5,1108.4299999999998,391.5700000000001,35.32654294813386
Connor Ronan,52,15,6,8,858.74,641.2600000000001,74.67452313855183
Greg Rogers,31,15,4,1,559.7400000000001,940.26,167.9815628684746
Leilani Justice,62,14,15,12,1119.35,280.6499999999999,25.072586769107062
Tina Ridis,54,14,12,6,1014.57,385.42999999999995,37.98949308574075
Hannah Lewis,39,14,11,5,925.5300000000001,474.46999999999997,51.26468077750045
Shane Steele,40,14,9,6,900.3199999999999,499.68,55.50026657188556
Matt Newberry,51,14,8,7,1020.69,379.31,37.16211582360952
Ajay Markham,41,14,8,6,1257.1599999999999,142.84000000000003,11.362117789302877
Nicholas Brown,50,14,7,1,640.8999999999999,759.1000000000001,118.44281479169922
Dan Morgan,31,14,4,1,581.26,818.7399999999999,140.85607129339706
Nigel Johns,24,14,4,0,781.77,618.23,79.08080381697943
