Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Ros Rolfe,100,2,1,4,234.63000000000002,-34.63000000000002,-14.759408430294513
Ashleigh Markham,100,2,1,3,253.59000000000003,-53.59,-21.13253677195473
Chris Walsh,100,2,1,3,164.66,35.33999999999998,21.462407384914357
Jason Grimson,42,2,1,3,96.07999999999998,103.91999999999999,108.15986677768528
Sam Hewitt,100,2,1,1,260.71,-60.70999999999993,-23.2864101875647
Rebecca Brewer,81,2,1,0,158.6,41.40000000000003,26.103404791929403
David Hewitt,47,2,0,7,138.14,61.86000000000001,44.78065730418417
Craig Demmler,100,2,0,3,232.42000000000004,-32.41999999999998,-13.948885638069003
Paddy Meade,86,2,0,3,193.22,6.780000000000011,3.5089535244798733
Tyler Miles,82,2,0,3,166.40999999999997,33.590000000000046,20.18508503094769
Darryl Davis,46,2,0,2,90.15999999999998,109.84000000000003,121.82786157941443
Steven Pike,20,2,0,1,31.88,168.12000000000006,527.352572145546
Nikola Zbiljic,26,2,0,0,37.55,162.45,432.62316910785626
Nathan Hurst,100,1,10,8,290.2100000000001,-190.20999999999995,-65.5421935839564
Brodie Davis,100,1,9,7,278.4000000000001,-178.4,-64.08045977011493
Liam Older,100,1,9,7,290.25000000000006,-190.25000000000003,-65.54694229112833
Leonard Cain,100,1,8,5,308.3900000000001,-208.39000000000001,-67.5735270274652
Taylor Ford,100,1,7,9,274.9100000000001,-174.91000000000003,-63.62445891382633
Kyle Symington,100,1,7,8,234.17000000000002,-134.17000000000002,-57.29598155186403
John O'Shea,100,1,7,6,236.51000000000002,-136.51000000000002,-57.718489704452246
Sebastian Piltz,100,1,7,6,232.88,-132.87999999999997,-57.05942974922705
Chantal Turpin,100,1,7,5,261.88,-161.87999999999997,-61.81457155949288
Nathan Cahir,100,1,7,5,233.13,-133.13,-57.105477630506584
Samantha Hill,100,1,7,5,299.83000000000004,-199.83,-66.6477670680052
Jason Turnbull,100,1,7,4,251.35,-151.35,-60.21483986473045
Mario Borg,100,1,7,4,212.04999999999998,-112.04999999999998,-52.84131101155387
Garry Johnson,100,1,7,3,183.18,-83.17999999999998,-45.40888743312587
John McCarthy,100,1,7,3,249.70000000000002,-149.7,-59.951942330796946
Jordan Leedham,100,1,6,11,268.41999999999996,-168.42,-62.74495194098802
Gaita Pullicino,100,1,6,9,313.88000000000005,-213.87999999999997,-68.14069070982539
Angela Hurst,100,1,6,7,243.02000000000004,-143.02,-58.851123364332146
Aaron Suvaljko,100,1,6,6,216.32000000000002,-116.32,-53.77218934911242
James Rattray,100,1,6,6,244.54,-144.54,-59.106894577574224
Mal Diebert,100,1,6,6,233.73000000000002,-133.73,-57.21559063877122
Lindsay Harper,100,1,6,5,242.29,-142.28999999999996,-58.72714515663047
Breanna Lindsay,79,1,6,3,181.35999999999996,-81.35999999999997,-44.861049845610935
Chris Lang,100,1,5,11,267.28999999999996,-167.29000000000002,-62.587451831344254
