Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Aaron Suvaljko,9,5,1,3,617.91,-117.91000000000001,-19.08206696768138
John McCarthy,10,5,1,2,617.0600000000001,-117.06,-18.97060253459955
Ethan Arnott,6,5,1,0,404.92999999999995,95.07,23.47813202281876
Jason Kittel,11,4,4,0,626.75,-226.75,-36.17869964100519
George Lee,10,4,3,2,583.41,-183.41000000000003,-31.437582489158572
Tom Nally,7,4,2,0,488.64,-88.64,-18.14014407334643
Brent Murphy,6,4,1,1,342.39,57.61,16.82584187622302
Darren McCall,7,4,1,1,416.98,-16.980000000000004,-4.072137752410188
Gary Whitaker,5,4,1,0,323.58000000000004,76.42,23.617034427344088
Greg Rogers,7,4,1,0,411.76,-11.760000000000005,-2.856032640373034
Lucas Bucca,7,4,1,0,402.99,-2.990000000000009,-0.7419538946375863
Jai Meikle,4,4,0,0,262.22,137.78,52.543665624284955
Luke Watson,6,3,2,1,339.89,-39.890000000000015,-11.73614993085999
Lachlan Kennelly,7,3,1,2,439.39,-139.39,-31.723525797127834
Blake Medlyn,5,3,0,0,342.35,-42.35,-12.370381188841828
Reagan Clarke,3,3,0,0,192.65,107.35,55.72281339216195
Ella Turnbull,7,2,3,1,450.78999999999996,-250.79,-55.63344351028196
Darren Hancock,6,2,2,0,353.18999999999994,-153.19000000000003,-43.37325518842551
KerryAnn Morris,8,2,2,0,471.71000000000004,-271.71,-57.60106845307498
Scott Osmond,7,2,2,0,442.81,-242.81,-54.83390167340394
Xavier O'Connor,4,2,2,0,295.36,-95.35999999999999,-32.286023835319604
Greg Bennett,6,2,1,2,370.13,-170.13,-45.964931240375
Cooper Griffiths,4,2,1,1,244.68,-44.68,-18.26058525420958
Mark Hayes,4,2,1,1,243.16000000000003,-43.160000000000004,-17.74962987333443
Alan Donohoe,3,2,1,0,162.47,37.53,23.099649165999878
Michael Hardy,3,2,1,0,164.08,35.919999999999995,21.891760117016084
Molly Ison,4,2,1,0,214.78000000000003,-14.779999999999994,-6.881460098705648
Tamara Battle,4,2,1,0,226.16,-26.159999999999997,-11.567032189600281
Brooke McPherson,4,2,0,1,256.32,-56.320000000000014,-21.9725343320849
Nicholas O'Connor,3,2,0,1,186.69,13.309999999999995,7.1294659596121885
Ashley Manton,3,2,0,0,173.35,26.65,15.373521776752236
Emma Ison,3,2,0,0,160.89,39.11,24.30853378084406
Luke Sutherland,2,2,0,0,110.1,89.9,81.65304268846504
Mitch Cox,3,2,0,0,201.08999999999997,-1.0900000000000034,-0.5420458501168649
Neville Pangrazio,3,2,0,0,169.84,30.159999999999997,17.757889778615166
Nick Beale,2,2,0,0,117.64,82.36,70.01020061203673
Dean Belford,6,1,4,0,384.40000000000003,-284.4,-73.98543184183141
Troy Hillier,7,1,3,1,459.22,-359.22,-78.22394495013285
Louis Emerson,4,1,3,0,233.7,-133.7,-57.21009841677363
Edd Bailey,4,1,2,0,229.07,-129.07,-56.345221984546214
Tony Pullicino,6,1,2,0,342.58,-242.57999999999998,-70.80973787144609
Tristan Larsen,4,1,2,0,227.72,-127.72000000000001,-56.08642192165818
Brent Thomson,5,1,1,0,278.21000000000004,-178.20999999999998,-64.05592897451564
Doc Wilson,2,1,1,0,111.12,-11.120000000000005,-10.00719942404608
Roger Strong,3,1,1,0,188.9,-88.9,-47.06193753308629
Stacey Towers,3,1,1,0,233.43,-133.43,-57.160604892258924
Zachary Butcher,2,1,1,0,143.54,-43.540000000000006,-30.33300822070504
Klayton Bigeni,4,1,0,2,221.81,-121.81,-54.91636986610162
Raymond Walker,2,1,0,1,115.8,-15.800000000000004,-13.64421416234888
Christian Salter,1,1,0,0,60.61,39.39,64.98927569707969
Claire Judd,1,1,0,0,60.61,39.39,64.98927569707969
Don Brown,1,1,0,0,76.92,23.08,30.00520020800832
Ella Lyons,1,1,0,0,54.05,45.95,85.01387604070307
Garry Johnson,2,1,0,0,112.7,-12.700000000000003,-11.268855368234252
Jamie Rigoli,3,1,0,0,200.29000000000002,-100.28999999999999,-50.07239502721054
John Meade,2,1,0,0,145.89,-45.89,-31.455205977106043
Karen Kendall,1,1,0,0,55.56,44.44,79.98560115190784
Ky Bloomfield,5,1,0,0,298.8,-198.8,-66.53279785809907
Laura Rusten,3,1,0,0,121.6,-21.6,-17.763157894736846
Peter Tilbrook,1,1,0,0,64.52,35.48,54.99070055796652
Robert Young,2,1,0,0,111.89,-11.89,-10.626508177674502
Ros Rolfe,1,1,0,0,57.14,42.86,75.00875043752188
Sam Ison,2,1,0,0,123.81,-23.810000000000002,-19.231079880461998
Tim Gillespie,1,1,0,0,51.28,48.72,95.00780031201248
Brock Johnson,2,0,2,0,123.81,-123.81,-100.0
Corey Bell,5,0,1,2,300.28999999999996,-300.28999999999996,-100.0
Scott Gill,2,0,1,1,111.19,-111.19,-100.0
Jamie Bond,1,0,1,0,62.5,-62.5,-100.0
Jorja Daskalovski,1,0,1,0,66.67,-66.67,-100.0
Peter Fiscalini,1,0,1,0,58.82,-58.82,-100.0
Shane Hoban,1,0,1,0,60.61,-60.61,-100.0
Erika Dwyer,3,0,0,1,167.29,-167.29,-100.0
Lily McElhinney,1,0,0,1,57.14,-57.14,-100.0
Shane Turner,1,0,0,1,52.63,-52.63,-100.0
Grace Jones,1,0,0,0,58.82,-58.82,-100.0
Graham Dwyer,1,0,0,0,52.63,-52.63,-100.0
Hannah Anforth,1,0,0,0,52.63,-52.63,-100.0
Justin Pascoe,1,0,0,0,57.14,-57.14,-100.0
Nathan Hoy,1,0,0,0,83.33,-83.33,-100.0
Toby Glazebrook,1,0,0,0,55.56,-55.56,-100.0
