Trainer,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Errol Ashcroft,37,12,9,6,880.73,319.2700000000001,36.25061028919193
Tony Xiriha,66,12,7,11,1103.23,96.76999999999995,8.771516365581062
Mark Gledhill,40,12,7,7,795.94,404.06,50.76513305022991
Charlene Gusman,35,12,6,7,947.1399999999999,252.86,26.69721477289525
David Goulden,40,12,6,6,742.8399999999999,457.16,61.54218943514083
James Warnock,39,12,6,3,767.6799999999998,432.32,56.315131304710306
Steven Loftus,28,12,5,6,646.3199999999999,553.68,85.6665428889714
David Farrar,31,12,5,5,738.53,461.4699999999999,62.48493629236456
Luke Bryant,28,12,5,2,714.85,485.1500000000001,67.86738476603485
Mark Watson,24,12,5,1,688.94,511.06,74.18062530844485
Codi Rauchenberger,37,12,4,7,1078.76,121.24000000000004,11.23882976751085
Maryanne Laffan,23,12,4,2,586.1899999999999,613.8100000000001,104.71178286903566
Lachie Hart,34,12,3,4,636.29,563.71,88.59325150481699
Steve Benham,36,12,3,4,786.82,413.17999999999995,52.51264584021757
Logan Egerton-Green,23,12,3,2,804.61,395.39,49.14057742260225
Josh Farrugia,17,12,3,0,654.9700000000001,545.03,83.2144983739713
Jon Ponsonby,22,12,2,2,565.1,634.9,112.35179614227569
Chris Playle,43,11,13,7,1031.8500000000001,68.14999999999995,6.604642147598967
Jeremy Quinlan,54,11,10,12,933.0,167.0,17.89924973204716
Phil Duggan,44,11,10,4,814.5699999999999,285.43000000000006,35.04057355414514
Malcolm Smith,39,11,9,8,700.9499999999999,399.05000000000007,56.929880875954076
Michael Hardy,29,11,9,1,609.3399999999999,490.66,80.52318902419012
Sharon Newman,35,11,8,9,1107.0100000000002,-7.010000000000005,-0.6332372787960364
Jason Gaffney,31,11,8,4,792.11,307.89000000000004,38.86960144424386
Rebecca Morrissey,30,11,8,3,791.8800000000001,308.12000000000006,38.90993584886599
Dean Miller,35,11,7,7,741.68,358.31999999999994,48.31194045949736
Kelly Stuart-Mitchell,26,11,7,4,670.96,429.04,63.94419935614641
Shane Steele,27,11,7,3,589.25,510.74999999999994,86.67798048366566
Graeme Whittle,28,11,7,2,668.6999999999999,431.29999999999995,64.49828024525198
Greg Lewis,33,11,7,1,787.4099999999999,312.59,39.69850522599408
Darren Reay,33,11,6,6,876.1700000000001,223.82999999999998,25.546412225937885
Phil Costello,43,11,6,6,937.4,162.60000000000002,17.3458502240239
Tiarn McElhinney,33,11,6,5,684.41,415.59,60.722374015575454
Chris Angove,35,11,5,6,836.9399999999999,263.06000000000006,31.43116591392454
Mary-Jane Mifsud,33,11,5,4,623.03,476.97,76.55650610725006
Paul Hill,29,11,5,4,872.8300000000002,227.16999999999996,26.02683225828625
Gary Lang,22,11,5,3,603.3600000000001,496.6400000000001,82.31238398302837
Errol Cain,37,11,4,7,962.4599999999999,137.54000000000002,14.290464019283922
Robert Abercromby,34,11,4,4,675.1500000000001,424.84999999999997,62.92675701695918
Billy Muscat,18,11,4,1,611.5200000000001,488.48,79.87964416535844
Tom Rundle,26,11,4,1,997.9300000000001,102.07000000000002,10.228172316695561
Justin Pascoe,31,11,3,4,1030.1599999999999,69.84,6.7795293934922745
Anthony Bucca,20,11,3,1,674.5799999999999,425.4199999999999,63.0644252720211
Antti Ruokonen,20,11,3,1,588.83,511.1700000000001,86.81113394358304
Ray Pullen,28,11,3,0,768.2900000000001,331.7100000000001,43.17510315115387
Sam Torre,23,11,2,6,802.0400000000001,297.96,37.15026681960999
Alex Johnson,18,11,2,0,485.66,614.3399999999999,126.49590248321869
Terry Powter,39,10,12,4,1060.77,-60.76999999999994,-5.728857339479807
Steve Furey,45,10,11,8,1298.3099999999997,-298.31,-22.976792907703096
Terry Ferguson,35,10,11,4,952.26,47.74000000000002,5.01333669376011
Leo Wallrodt,34,10,11,3,519.8599999999999,480.14000000000004,92.35948139883817
Dannielle McMullen,31,10,9,1,766.12,233.87999999999994,30.527854644181062
Joe Vassallo,32,10,8,4,847.6000000000001,152.39999999999995,17.980179329872573
Colin Knox,25,10,8,2,664.4599999999999,335.5400000000001,50.49814887276888
Kevin Weidenbach,26,10,8,2,640.12,359.88,56.220708617134285
Terry Dymock,44,10,6,7,721.66,278.34000000000003,38.56940941717707
David Harris,30,10,6,5,865.1800000000001,134.82,15.582884486465243
Neville Rattray,34,10,6,4,754.05,245.95000000000002,32.61720045089849
Peter Keogh,25,10,6,4,650.47,349.53,53.73499162144295
Ben Aldons,24,10,6,3,700.8699999999999,299.13000000000005,42.679812233367116
Fred Spiteri,27,10,6,3,657.32,342.68,52.13290330432666
Bill Dornauf,21,10,6,2,1206.88,-206.88000000000005,-17.141720800742412
Mick Darling,21,10,6,2,666.3599999999999,333.64,50.06903175460713
Simon Ellul,29,10,6,0,768.01,231.99,30.206637934401897
Andrew German,31,10,5,5,653.9900000000001,346.00999999999993,52.90753681248946
Kristie O'Sullivan,27,10,5,3,820.7,179.29999999999998,21.847203606677223
Wayne Lear,28,10,5,1,646.2800000000001,353.72,54.73169524045305
Glenn Hunter,19,10,5,0,849.45,150.54999999999998,17.72323267996939
Alexandra Hurley,38,10,4,4,555.8800000000001,444.11999999999995,79.8949413542491
Mark Jones,21,10,4,4,530.9799999999999,469.02,88.3310105842028
Derrick Krafft,31,10,4,3,671.4699999999999,328.53,48.9269811011661
Denis Grieve,19,10,4,2,495.78,504.22,101.70236798580017
Rod Carberry,20,10,4,0,553.0299999999999,446.97,80.8220168887764
