Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Hannah Van dongen,33,1,4,3,213.92,-113.92,-53.25355272999253
Rodney Petroff,8,1,4,2,89.86,10.139999999999993,11.284219897618511
Cody Wallrodt,30,1,4,0,235.72999999999993,-135.73,-57.57858567004626
Lindsay Harper,13,1,4,0,142.30999999999997,-42.309999999999974,-29.730869229147622
Cooper Griffiths,33,1,3,5,285.73,-185.73,-65.00192489413081
Matthew Atkinson,29,1,3,5,242.75,-142.75,-58.8053553038105
Laura Wilson,9,1,3,1,127.75,-27.749999999999993,-21.722113502935414
Garry Johnson,12,1,3,0,165.75,-65.75,-39.66817496229261
Mathew Neilson,31,1,2,5,230.45,-130.45,-56.60663918420481
Blake Pace,15,1,2,4,130.28999999999996,-30.289999999999996,-23.248138767365113
James Rattray,12,1,2,3,218.65,-118.65,-54.264806768808604
Jordan Topping,29,1,2,3,253.01,-153.01,-60.47587051895182
Dean Miller,11,1,2,2,138.04999999999998,-38.050000000000004,-27.562477363274184
Gavin Fitzpatrick,8,1,2,2,137.57,-37.57000000000001,-27.30973322672095
Mark Phillips,10,1,2,2,212.32999999999998,-112.33000000000001,-52.903499270004254
Mitch Cox,20,1,2,2,185.36,-85.36000000000001,-46.05092792403971
Nick Beale,10,1,2,2,65.07,34.930000000000014,53.68065160596284
Amy Day,8,1,2,1,231.25999999999996,-131.26,-56.75862665398254
Brent Howard,10,1,2,1,183.21,-83.21000000000001,-45.41782653785274
Cameron Fitzpatrick,11,1,2,1,121.02999999999999,-21.03000000000001,-17.375857225481294
Jemma Coney,26,1,2,1,178.14000000000001,-78.14000000000001,-43.86437633322107
Joshua Holberton,5,1,2,1,45.81,54.19,118.29294913774284
Kaden Elliott,14,1,2,1,111.97999999999999,-11.97999999999999,-10.69833898910519
Michael Formosa,14,1,2,1,117.07,-17.070000000000004,-14.581019902622366
Michael Stanley,21,1,2,1,319.04999999999995,-219.05,-68.65695032126628
Reagan Clarke,13,1,2,1,157.4,-57.4,-36.46759847522236
Christian Salter,6,1,2,0,86.14,13.86000000000001,16.09008590666358
Hannah Parish,9,1,2,0,126.05000000000001,-26.05000000000001,-20.666402221340746
Declan Murphy,22,1,1,5,271.10999999999996,-171.10999999999996,-63.11460292870053
Jake Davis,17,1,1,4,140.88,-40.879999999999995,-29.017603634298695
James Locke,32,1,1,4,392.90999999999997,-292.90999999999997,-74.54887887811458
Scott Osmond,14,1,1,4,98.84,1.1600000000000108,1.1736139214892864
Brett Smith,9,1,1,2,101.43,-1.4299999999999926,-1.4098392980380485
David Drury,10,1,1,2,202.01999999999998,-102.01999999999998,-50.499950499950494
Hayden Charles,21,1,1,2,122.51999999999998,-22.52000000000001,-18.380672543258257
John Justice,5,1,1,2,86.07,13.929999999999998,16.184500987568256
John O'Shea,12,1,1,2,190.87999999999997,-90.88000000000001,-47.611064543168496
Brent Thomson,5,1,1,1,115.58,-15.579999999999998,-13.479840802907075
Cameron Maggs,11,1,1,1,143.42,-43.419999999999995,-30.274717612606327
Codi Rauchenberger,10,1,1,1,88.22999999999999,11.769999999999987,13.340133741357802
Isobel Ross,15,1,1,1,228.08999999999997,-128.08999999999997,-56.157657065193554
Jake Bigeni,19,1,1,1,195.71999999999997,-95.71999999999998,-48.90660126711629
Katie Wilson,3,1,1,1,17.01,82.99000000000001,487.8894767783657
Lisa Ryan,3,1,1,1,73.95,26.049999999999994,35.22650439486139
Paddy Meade,7,1,1,1,39.730000000000004,60.27,151.69896803423106
Rory Coverdale,13,1,1,1,147.12999999999997,-47.129999999999995,-32.03289607829811
Tiana McMahon,20,1,1,1,168.82999999999998,-68.83,-40.768820707220286
Annalise Scott,3,1,1,0,52.66,47.34,89.897455374098
Bronte Miller,9,1,1,0,120.86,-20.859999999999996,-17.259639252027135
Erika Dwyer,6,1,1,0,80.99,19.010000000000005,23.47203358439314
Jeremy Quinlan,5,1,1,0,28.439999999999998,71.56,251.6174402250352
Kirra Langelaar,5,1,1,0,92.09,7.9100000000000055,8.589423390161805
Tayla French,8,1,1,0,98.44000000000001,1.5599999999999996,1.5847216578626568
Todd Mumford,6,1,1,0,59.28,40.72,68.69095816464237
Trent Dawson,22,1,0,6,332.73,-232.73,-69.9456015387852
Neil McCallum,12,1,0,4,132.41,-32.40999999999999,-24.477003247488856
Dan Morgan,11,1,0,3,62.37,37.63000000000001,60.33349366682702
Corey Peterson,11,1,0,2,92.76999999999998,7.2300000000000075,7.793467715856428
Damon Watson,14,1,0,2,138.35,-38.349999999999994,-27.719551861221536
Joe Attard,5,1,0,2,103.35999999999999,-3.360000000000001,-3.250773993808051
Matthew Craven,8,1,0,2,141.91,-41.91,-29.53280248044535
