StatLevel,Venue,Distance,Start,Gait,FieldSize,Position,Sts,W,Spend,P&L,SR,ROI
FieldSize,Boort,2250,Stand,TROTTERS,8,B/LEAD,1,0,6.25,-6.25,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,10,DEATH,2,0,40.59,-40.59,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,11,DEATH,1,0,27.03,-27.03,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,6,DEATH,2,0,40.48,-40.48,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,7,DEATH,2,1,43.75,56.25,50.0,128.6
FieldSize,Boort,2250,Stand,TROTTERS,8,DEATH,1,0,2.6,-2.6,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,10,LEAD,2,2,16.12,183.88,100.0,1140.7
FieldSize,Boort,2250,Stand,TROTTERS,11,LEAD,2,1,18.22,81.78,50.0,448.8
FieldSize,Boort,2250,Stand,TROTTERS,6,LEAD,1,0,37.04,-37.04,0.0,-100.0
FieldSize,Boort,2250,Stand,TROTTERS,7,LEAD,2,1,26.51,73.49,50.0,277.2
FieldSize,Boort,2250,Stand,TROTTERS,8,LEAD,1,1,25.64,74.36,100.0,290.0
FieldSize,Boort,2612,Mobile,PACERS,8,B/LEAD,1,0,3.23,-3.23,0.0,-100.0
FieldSize,Boort,2612,Mobile,PACERS,9,B/LEAD,1,0,2.94,-2.94,0.0,-100.0
FieldSize,Boort,2612,Mobile,PACERS,8,DEATH,1,1,33.33,66.67,100.0,200.0
FieldSize,Boort,2612,Mobile,PACERS,9,DEATH,2,0,17.82,-17.82,0.0,-100.0
FieldSize,Boort,2612,Mobile,PACERS,8,LEAD,1,0,13.33,-13.33,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,10,B/LEAD,1,1,2.44,97.56,100.0,3998.4
FieldSize,Boort,2612,Stand,TROTTERS,11,B/LEAD,1,0,6.25,-6.25,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,12,B/LEAD,1,0,0.79,-0.79,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,5,B/LEAD,1,0,9.09,-9.09,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,8,B/LEAD,2,0,21.19,-21.19,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,9,B/LEAD,2,0,50.53,-50.53,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,10,DEATH,1,0,46.51,-46.51,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,11,DEATH,1,0,20.0,-20.0,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,12,DEATH,1,1,18.18,81.82,100.0,450.1
FieldSize,Boort,2612,Stand,TROTTERS,5,DEATH,1,1,22.73,77.27,100.0,339.9
FieldSize,Boort,2612,Stand,TROTTERS,8,DEATH,2,0,35.72,-35.72,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,9,DEATH,2,0,43.82,-43.82,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,10,LEAD,1,0,5.26,-5.26,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,11,LEAD,1,1,25.64,74.36,100.0,290.0
FieldSize,Boort,2612,Stand,TROTTERS,12,LEAD,1,0,4.35,-4.35,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,5,LEAD,1,0,32.26,-32.26,0.0,-100.0
FieldSize,Boort,2612,Stand,TROTTERS,8,LEAD,2,1,45.96,54.04,50.0,117.6
FieldSize,Boort,2612,Stand,TROTTERS,9,LEAD,2,2,36.96,163.04,100.0,441.1
FieldSize,Bridgetown,1784,Mobile,PACERS,10,B/LEAD,3,1,99.62,0.38,33.3,0.4
FieldSize,Bridgetown,1784,Mobile,PACERS,8,B/LEAD,2,0,9.73,-9.73,0.0,-100.0
FieldSize,Bridgetown,1784,Mobile,PACERS,9,B/LEAD,2,0,32.78,-32.78,0.0,-100.0
FieldSize,Bridgetown,1784,Mobile,PACERS,10,DEATH,3,0,63.24,-63.24,0.0,-100.0
FieldSize,Bridgetown,1784,Mobile,PACERS,8,DEATH,2,1,26.09,73.91,50.0,283.3
FieldSize,Bridgetown,1784,Mobile,PACERS,9,DEATH,2,0,51.33,-51.33,0.0,-100.0
FieldSize,Bridgetown,1784,Mobile,PACERS,10,LEAD,3,1,50.22,49.78,33.3,99.1
FieldSize,Bridgetown,1784,Mobile,PACERS,8,LEAD,2,1,15.0,85.0,50.0,566.7
FieldSize,Bridgetown,1784,Mobile,PACERS,9,LEAD,2,2,119.48,80.52,100.0,67.4
FieldSize,Bridgetown,2190,Mobile,PACERS,10,B/LEAD,7,1,64.18,35.82,14.3,55.8
FieldSize,Bridgetown,2190,Mobile,PACERS,5,B/LEAD,1,0,14.29,-14.29,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,6,B/LEAD,4,0,29.93,-29.93,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,7,B/LEAD,4,0,43.32,-43.32,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,8,B/LEAD,5,0,100.53,-100.53,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,9,B/LEAD,7,0,35.51,-35.51,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,10,DEATH,7,1,162.86,-62.86,14.3,-38.6
FieldSize,Bridgetown,2190,Mobile,PACERS,5,DEATH,1,1,68.97,31.03,100.0,45.0
FieldSize,Bridgetown,2190,Mobile,PACERS,6,DEATH,4,0,43.21,-43.21,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,7,DEATH,4,2,96.41,103.59,50.0,107.4
FieldSize,Bridgetown,2190,Mobile,PACERS,8,DEATH,5,0,56.3,-56.3,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,9,DEATH,7,3,172.57,127.43,42.9,73.8
FieldSize,Bridgetown,2190,Mobile,PACERS,10,LEAD,7,0,186.29,-186.29,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,5,LEAD,1,0,23.81,-23.81,0.0,-100.0
FieldSize,Bridgetown,2190,Mobile,PACERS,6,LEAD,4,3,176.14,123.86,75.0,70.3
FieldSize,Bridgetown,2190,Mobile,PACERS,7,LEAD,4,2,172.36,27.64,50.0,16.0
FieldSize,Bridgetown,2190,Mobile,PACERS,8,LEAD,5,4,242.07,157.93,80.0,65.2
FieldSize,Bridgetown,2190,Mobile,PACERS,9,LEAD,7,3,233.57,66.43,42.9,28.4
FieldSize,Bridgetown,2190,Stand,PACERS,10,B/LEAD,1,0,9.09,-9.09,0.0,-100.0
FieldSize,Bridgetown,2190,Stand,PACERS,10,DEATH,1,0,2.44,-2.44,0.0,-100.0
FieldSize,Bridgetown,2190,Stand,PACERS,10,LEAD,1,1,43.48,56.52,100.0,130.0
FieldSize,Bridgetown,2597,Mobile,PACERS,10,B/LEAD,1,0,13.33,-13.33,0.0,-100.0
FieldSize,Bridgetown,2597,Mobile,PACERS,8,B/LEAD,1,0,4.76,-4.76,0.0,-100.0
FieldSize,Bridgetown,2597,Mobile,PACERS,10,DEATH,1,0,7.69,-7.69,0.0,-100.0
FieldSize,Bridgetown,2597,Mobile,PACERS,8,DEATH,1,0,31.25,-31.25,0.0,-100.0
FieldSize,Bridgetown,2597,Mobile,PACERS,10,LEAD,2,1,37.03,62.97,50.0,170.1
FieldSize,Bridgetown,2597,Mobile,PACERS,8,LEAD,1,1,47.62,52.38,100.0,110.0
FieldSize,Broken Hill,1900,Mobile,PACERS,5,B/LEAD,1,0,10.1,-10.1,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,6,B/LEAD,2,0,16.73,-16.73,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,7,B/LEAD,4,1,34.54,65.46,25.0,189.5
FieldSize,Broken Hill,1900,Mobile,PACERS,8,B/LEAD,5,1,108.45,-8.45,20.0,-7.8
FieldSize,Broken Hill,1900,Mobile,PACERS,9,B/LEAD,2,0,14.82,-14.82,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,5,DEATH,1,0,19.61,-19.61,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,6,DEATH,2,0,71.52,-71.52,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,7,DEATH,4,0,119.1,-119.1,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,8,DEATH,5,0,60.78,-60.78,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,9,DEATH,2,0,33.89,-33.89,0.0,-100.0
FieldSize,Broken Hill,1900,Mobile,PACERS,5,LEAD,1,1,71.43,28.57,100.0,40.0
FieldSize,Broken Hill,1900,Mobile,PACERS,6,LEAD,2,1,85.85,14.15,50.0,16.5
FieldSize,Broken Hill,1900,Mobile,PACERS,7,LEAD,4,3,220.36,79.64,75.0,36.1
FieldSize,Broken Hill,1900,Mobile,PACERS,8,LEAD,5,2,210.44,-10.44,40.0,-5.0
FieldSize,Broken Hill,1900,Mobile,PACERS,9,LEAD,2,2,57.44,142.56,100.0,248.2
FieldSize,Broken Hill,2210,Mobile,PACERS,6,B/LEAD,1,0,6.67,-6.67,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,7,B/LEAD,1,0,28.57,-28.57,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,8,B/LEAD,3,1,24.91,75.09,33.3,301.4
FieldSize,Broken Hill,2210,Mobile,PACERS,9,B/LEAD,2,0,40.26,-40.26,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,6,DEATH,2,1,65.96,34.04,50.0,51.6
FieldSize,Broken Hill,2210,Mobile,PACERS,7,DEATH,1,0,31.25,-31.25,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,8,DEATH,3,0,44.11,-44.11,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,9,DEATH,2,0,19.28,-19.28,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,6,LEAD,2,0,63.81,-63.81,0.0,-100.0
FieldSize,Broken Hill,2210,Mobile,PACERS,7,LEAD,1,1,16.67,83.33,100.0,499.9
FieldSize,Broken Hill,2210,Mobile,PACERS,8,LEAD,3,1,84.66,15.34,33.3,18.1
FieldSize,Broken Hill,2210,Mobile,PACERS,9,LEAD,2,2,52.19,147.81,100.0,283.2
FieldSize,Broken Hill,2500,Mobile,PACERS,8,B/LEAD,2,0,40.66,-40.66,0.0,-100.0
FieldSize,Broken Hill,2500,Mobile,PACERS,9,B/LEAD,1,1,11.76,88.24,100.0,750.3
FieldSize,Broken Hill,2500,Mobile,PACERS,8,DEATH,2,0,62.5,-62.5,0.0,-100.0
FieldSize,Broken Hill,2500,Mobile,PACERS,9,DEATH,1,0,27.03,-27.03,0.0,-100.0
FieldSize,Broken Hill,2500,Mobile,PACERS,8,LEAD,2,0,52.54,-52.54,0.0,-100.0
FieldSize,Broken Hill,2500,Mobile,PACERS,9,LEAD,1,0,17.54,-17.54,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,7,B/LEAD,1,1,25.0,75.0,100.0,300.0
FieldSize,Bunbury,1140,Mobile,PACERS,8,B/LEAD,1,0,26.32,-26.32,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,7,DEATH,1,0,74.63,-74.63,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,8,DEATH,1,0,4.76,-4.76,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,12,LEAD,1,0,7.14,-7.14,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,7,LEAD,1,0,4.76,-4.76,0.0,-100.0
FieldSize,Bunbury,1140,Mobile,PACERS,8,LEAD,1,0,34.48,-34.48,0.0,-100.0
FieldSize,Bunbury,1609,Mobile,PACERS,10,B/LEAD,26,4,305.14,94.86,15.4,31.1
FieldSize,Bunbury,1609,Mobile,PACERS,11,B/LEAD,30,5,281.94,218.06,16.7,77.3
FieldSize,Bunbury,1609,Mobile,PACERS,12,B/LEAD,41,5,391.01,108.99,12.2,27.9
FieldSize,Bunbury,1609,Mobile,PACERS,4,B/LEAD,1,0,12.5,-12.5,0.0,-100.0
FieldSize,Bunbury,1609,Mobile,PACERS,5,B/LEAD,5,1,48.14,51.86,20.0,107.7
FieldSize,Bunbury,1609,Mobile,PACERS,6,B/LEAD,10,5,169.89,330.11,50.0,194.3
FieldSize,Bunbury,1609,Mobile,PACERS,7,B/LEAD,22,5,389.89,110.11,22.7,28.2
FieldSize,Bunbury,1609,Mobile,PACERS,8,B/LEAD,33,3,645.93,-345.93,9.1,-53.6
FieldSize,Bunbury,1609,Mobile,PACERS,9,B/LEAD,28,3,356.85,-56.85,10.7,-15.9
FieldSize,Bunbury,1609,Mobile,PACERS,10,DEATH,26,1,575.13,-475.13,3.8,-82.6
FieldSize,Bunbury,1609,Mobile,PACERS,11,DEATH,30,3,509.32,-209.32,10.0,-41.1
FieldSize,Bunbury,1609,Mobile,PACERS,12,DEATH,41,4,443.18,-43.18,9.8,-9.7
FieldSize,Bunbury,1609,Mobile,PACERS,5,DEATH,2,1,87.33,12.67,50.0,14.5
FieldSize,Bunbury,1609,Mobile,PACERS,6,DEATH,7,0,132.16,-132.16,0.0,-100.0
FieldSize,Bunbury,1609,Mobile,PACERS,7,DEATH,20,1,448.9,-348.9,5.0,-77.7
FieldSize,Bunbury,1609,Mobile,PACERS,8,DEATH,32,3,608.68,-308.68,9.4,-50.7
FieldSize,Bunbury,1609,Mobile,PACERS,9,DEATH,28,6,620.88,-20.88,21.4,-3.4
FieldSize,Bunbury,1609,Mobile,PACERS,10,LEAD,26,13,678.41,621.59,50.0,91.6
FieldSize,Bunbury,1609,Mobile,PACERS,11,LEAD,30,11,836.02,263.98,36.7,31.6
FieldSize,Bunbury,1609,Mobile,PACERS,12,LEAD,42,15,1233.66,266.34,35.7,21.6
FieldSize,Bunbury,1609,Mobile,PACERS,4,LEAD,1,1,72.46,27.54,100.0,38.0
FieldSize,Bunbury,1609,Mobile,PACERS,5,LEAD,5,3,333.56,-33.56,60.0,-10.1
FieldSize,Bunbury,1609,Mobile,PACERS,6,LEAD,10,2,353.71,-153.71,20.0,-43.5
FieldSize,Bunbury,1609,Mobile,PACERS,7,LEAD,22,12,761.91,438.09,54.5,57.5
FieldSize,Bunbury,1609,Mobile,PACERS,8,LEAD,33,19,994.89,905.11,57.6,91.0
FieldSize,Bunbury,1609,Mobile,PACERS,9,LEAD,28,13,1096.2,203.8,46.4,18.6
FieldSize,Bunbury,1609,Mobile,TROTTERS,7,B/LEAD,1,0,40.0,-40.0,0.0,-100.0
FieldSize,Bunbury,1609,Mobile,TROTTERS,7,DEATH,1,0,5.88,-5.88,0.0,-100.0
FieldSize,Bunbury,1609,Mobile,TROTTERS,7,LEAD,1,0,27.78,-27.78,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,PACERS,10,B/LEAD,89,12,1081.69,118.31,13.5,10.9
FieldSize,Bunbury,2100,Mobile,PACERS,11,B/LEAD,98,11,1160.2,-60.2,11.2,-5.2
FieldSize,Bunbury,2100,Mobile,PACERS,12,B/LEAD,115,14,1136.97,263.03,12.2,23.1
FieldSize,Bunbury,2100,Mobile,PACERS,4,B/LEAD,3,0,78.3,-78.3,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,PACERS,5,B/LEAD,6,1,95.31,4.69,16.7,4.9
FieldSize,Bunbury,2100,Mobile,PACERS,6,B/LEAD,24,4,459.48,-59.48,16.7,-12.9
FieldSize,Bunbury,2100,Mobile,PACERS,7,B/LEAD,65,7,1127.9,-427.9,10.8,-37.9
FieldSize,Bunbury,2100,Mobile,PACERS,8,B/LEAD,110,17,1335.34,364.66,15.5,27.3
FieldSize,Bunbury,2100,Mobile,PACERS,9,B/LEAD,100,15,1328.0,172.0,15.0,13.0
FieldSize,Bunbury,2100,Mobile,PACERS,10,DEATH,89,7,1635.92,-935.92,7.9,-57.2
FieldSize,Bunbury,2100,Mobile,PACERS,11,DEATH,98,15,2046.9,-546.9,15.3,-26.7
FieldSize,Bunbury,2100,Mobile,PACERS,12,DEATH,115,14,1921.57,-521.57,12.2,-27.1
FieldSize,Bunbury,2100,Mobile,PACERS,5,DEATH,3,0,104.63,-104.63,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,PACERS,6,DEATH,17,1,318.78,-218.78,5.9,-68.6
FieldSize,Bunbury,2100,Mobile,PACERS,7,DEATH,60,7,1113.73,-413.73,11.7,-37.1
FieldSize,Bunbury,2100,Mobile,PACERS,8,DEATH,106,7,2322.1,-1622.1,6.6,-69.9
FieldSize,Bunbury,2100,Mobile,PACERS,9,DEATH,101,9,1837.61,-937.61,8.9,-51.0
FieldSize,Bunbury,2100,Mobile,PACERS,10,LEAD,90,35,3155.85,344.15,38.9,10.9
FieldSize,Bunbury,2100,Mobile,PACERS,11,LEAD,98,36,3166.16,433.84,36.7,13.7
FieldSize,Bunbury,2100,Mobile,PACERS,12,LEAD,115,39,3744.83,155.17,33.9,4.1
FieldSize,Bunbury,2100,Mobile,PACERS,4,LEAD,3,2,176.5,23.5,66.7,13.3
FieldSize,Bunbury,2100,Mobile,PACERS,5,LEAD,6,4,271.32,128.68,66.7,47.4
FieldSize,Bunbury,2100,Mobile,PACERS,6,LEAD,24,14,1046.05,353.95,58.3,33.8
FieldSize,Bunbury,2100,Mobile,PACERS,7,LEAD,65,34,2846.86,553.14,52.3,19.4
FieldSize,Bunbury,2100,Mobile,PACERS,8,LEAD,110,52,4552.95,647.05,47.3,14.2
FieldSize,Bunbury,2100,Mobile,PACERS,9,LEAD,102,43,4062.5,237.5,42.2,5.8
FieldSize,Bunbury,2100,Mobile,TROTTERS,6,B/LEAD,1,0,14.29,-14.29,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,TROTTERS,9,B/LEAD,1,0,4.76,-4.76,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,TROTTERS,6,DEATH,1,0,60.61,-60.61,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,TROTTERS,9,DEATH,1,0,18.18,-18.18,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,TROTTERS,6,LEAD,1,0,28.57,-28.57,0.0,-100.0
FieldSize,Bunbury,2100,Mobile,TROTTERS,9,LEAD,1,1,81.97,18.03,100.0,22.0
FieldSize,Bunbury,2503,Stand,PACERS,10,B/LEAD,9,0,62.56,-62.56,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,11,B/LEAD,5,0,18.94,-18.94,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,12,B/LEAD,3,0,10.19,-10.19,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,5,B/LEAD,1,0,12.5,-12.5,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,6,B/LEAD,2,0,54.34,-54.34,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,7,B/LEAD,10,0,62.31,-62.31,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,8,B/LEAD,12,2,152.9,47.1,16.7,30.8
FieldSize,Bunbury,2503,Stand,PACERS,9,B/LEAD,9,1,103.23,-3.23,11.1,-3.1
FieldSize,Bunbury,2503,Stand,PACERS,10,DEATH,9,0,91.94,-91.94,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,11,DEATH,5,1,146.64,-46.64,20.0,-31.8
FieldSize,Bunbury,2503,Stand,PACERS,12,DEATH,3,0,3.01,-3.01,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,6,DEATH,2,1,49.36,50.64,50.0,102.6
FieldSize,Bunbury,2503,Stand,PACERS,7,DEATH,10,2,316.97,-116.97,20.0,-36.9
FieldSize,Bunbury,2503,Stand,PACERS,8,DEATH,11,0,200.12,-200.12,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,9,DEATH,9,2,237.6,-37.6,22.2,-15.8
FieldSize,Bunbury,2503,Stand,PACERS,10,LEAD,9,6,279.97,320.03,66.7,114.3
FieldSize,Bunbury,2503,Stand,PACERS,11,LEAD,5,1,42.19,57.81,20.0,137.0
FieldSize,Bunbury,2503,Stand,PACERS,12,LEAD,3,1,77.37,22.63,33.3,29.2
FieldSize,Bunbury,2503,Stand,PACERS,5,LEAD,1,1,86.21,13.79,100.0,16.0
FieldSize,Bunbury,2503,Stand,PACERS,6,LEAD,2,0,37.5,-37.5,0.0,-100.0
FieldSize,Bunbury,2503,Stand,PACERS,7,LEAD,10,3,474.02,-174.02,30.0,-36.7
FieldSize,Bunbury,2503,Stand,PACERS,8,LEAD,12,7,625.34,74.66,58.3,11.9
FieldSize,Bunbury,2503,Stand,PACERS,9,LEAD,9,1,218.99,-118.99,11.1,-54.3
FieldSize,Bunbury,2503,Stand,TROTTERS,6,B/LEAD,1,1,46.51,53.49,100.0,115.0
FieldSize,Bunbury,2503,Stand,TROTTERS,7,B/LEAD,1,0,18.18,-18.18,0.0,-100.0
FieldSize,Bunbury,2503,Stand,TROTTERS,6,LEAD,1,0,10.0,-10.0,0.0,-100.0
FieldSize,Bunbury,2503,Stand,TROTTERS,7,LEAD,1,1,38.46,61.54,100.0,160.0
FieldSize,Bunbury,2569,Mobile,PACERS,10,B/LEAD,3,0,22.26,-22.26,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,11,B/LEAD,2,0,22.05,-22.05,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,12,B/LEAD,3,0,50.02,-50.02,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,6,B/LEAD,4,1,138.02,-38.02,25.0,-27.5
FieldSize,Bunbury,2569,Mobile,PACERS,7,B/LEAD,7,0,38.18,-38.18,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,8,B/LEAD,8,0,65.89,-65.89,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,9,B/LEAD,5,1,119.21,-19.21,20.0,-16.1
FieldSize,Bunbury,2569,Mobile,PACERS,10,DEATH,3,2,86.44,113.56,66.7,131.4
FieldSize,Bunbury,2569,Mobile,PACERS,11,DEATH,2,0,57.52,-57.52,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,12,DEATH,3,0,72.01,-72.01,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,6,DEATH,3,0,53.97,-53.97,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,7,DEATH,5,1,105.97,-5.97,20.0,-5.6
FieldSize,Bunbury,2569,Mobile,PACERS,8,DEATH,8,0,93.32,-93.32,0.0,-100.0
FieldSize,Bunbury,2569,Mobile,PACERS,9,DEATH,5,1,49.35,50.65,20.0,102.6
FieldSize,Bunbury,2569,Mobile,PACERS,10,LEAD,3,1,91.79,8.21,33.3,8.9
FieldSize,Bunbury,2569,Mobile,PACERS,11,LEAD,2,1,40.71,59.29,50.0,145.6
FieldSize,Bunbury,2569,Mobile,PACERS,12,LEAD,3,3,117.74,182.26,100.0,154.8
FieldSize,Bunbury,2569,Mobile,PACERS,6,LEAD,4,3,197.29,102.71,75.0,52.1
FieldSize,Bunbury,2569,Mobile,PACERS,7,LEAD,7,5,435.24,64.76,71.4,14.9
FieldSize,Bunbury,2569,Mobile,PACERS,8,LEAD,8,7,434.02,265.98,87.5,61.3
FieldSize,Bunbury,2569,Mobile,PACERS,9,LEAD,5,3,244.38,55.62,60.0,22.8
FieldSize,Burnie,1892,Stand,PACERS,10,B/LEAD,17,2,230.12,-30.12,11.8,-13.1
FieldSize,Burnie,1892,Stand,PACERS,6,B/LEAD,2,0,55.71,-55.71,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,7,B/LEAD,1,0,9.43,-9.43,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,8,B/LEAD,6,0,93.99,-93.99,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,9,B/LEAD,6,1,72.77,27.23,16.7,37.4
FieldSize,Burnie,1892,Stand,PACERS,10,DEATH,15,0,213.06,-213.06,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,6,DEATH,2,1,66.74,33.26,50.0,49.8
FieldSize,Burnie,1892,Stand,PACERS,7,DEATH,1,0,20.83,-20.83,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,8,DEATH,6,0,107.28,-107.28,0.0,-100.0
FieldSize,Burnie,1892,Stand,PACERS,9,DEATH,6,1,111.29,-11.29,16.7,-10.1
FieldSize,Burnie,1892,Stand,PACERS,10,LEAD,14,10,326.62,573.38,71.4,175.5
FieldSize,Burnie,1892,Stand,PACERS,6,LEAD,2,1,57.19,42.81,50.0,74.9
FieldSize,Burnie,1892,Stand,PACERS,8,LEAD,6,5,126.1,373.9,83.3,296.5
FieldSize,Burnie,1892,Stand,PACERS,9,LEAD,6,3,152.53,147.47,50.0,96.7
FieldSize,Burnie,2180,Mobile,PACERS,4,B/LEAD,1,0,8.33,-8.33,0.0,-100.0
FieldSize,Burnie,2180,Mobile,PACERS,5,B/LEAD,2,0,27.03,-27.03,0.0,-100.0
FieldSize,Burnie,2180,Mobile,PACERS,6,B/LEAD,13,1,187.69,-87.69,7.7,-46.7
FieldSize,Burnie,2180,Mobile,PACERS,7,B/LEAD,13,1,143.55,-43.55,7.7,-30.3
FieldSize,Burnie,2180,Mobile,PACERS,8,B/LEAD,24,3,376.06,-76.06,12.5,-20.2
FieldSize,Burnie,2180,Mobile,PACERS,9,B/LEAD,63,6,899.99,-299.99,9.5,-33.3
FieldSize,Burnie,2180,Mobile,PACERS,4,DEATH,1,0,58.82,-58.82,0.0,-100.0
FieldSize,Burnie,2180,Mobile,PACERS,5,DEATH,2,0,35.71,-35.71,0.0,-100.0
FieldSize,Burnie,2180,Mobile,PACERS,6,DEATH,11,4,289.34,110.66,36.4,38.2
FieldSize,Burnie,2180,Mobile,PACERS,7,DEATH,10,3,306.03,-6.03,30.0,-2.0
FieldSize,Burnie,2180,Mobile,PACERS,8,DEATH,22,3,511.39,-311.39,13.6,-60.9
FieldSize,Burnie,2180,Mobile,PACERS,9,DEATH,53,3,936.53,-636.53,5.7,-68.0
FieldSize,Burnie,2180,Mobile,PACERS,4,LEAD,1,0,37.04,-37.04,0.0,-100.0
FieldSize,Burnie,2180,Mobile,PACERS,5,LEAD,2,2,22.73,77.27,100.0,339.9
FieldSize,Burnie,2180,Mobile,PACERS,6,LEAD,13,7,268.1,131.9,53.8,49.2
FieldSize,Burnie,2180,Mobile,PACERS,7,LEAD,8,1,182.06,-82.06,12.5,-45.1
FieldSize,Burnie,2180,Mobile,PACERS,8,LEAD,24,10,477.91,522.09,41.7,109.2
FieldSize,Burnie,2180,Mobile,PACERS,9,LEAD,53,22,1438.1,661.9,41.5,46.0
FieldSize,Burnie,2180,Stand,PACERS,10,B/LEAD,50,6,711.04,-111.04,12.0,-15.6
FieldSize,Burnie,2180,Stand,PACERS,5,B/LEAD,3,1,123.93,-23.93,33.3,-19.3
FieldSize,Burnie,2180,Stand,PACERS,6,B/LEAD,5,1,113.23,-13.23,20.0,-11.7
FieldSize,Burnie,2180,Stand,PACERS,7,B/LEAD,3,1,43.81,56.19,33.3,128.3
FieldSize,Burnie,2180,Stand,PACERS,8,B/LEAD,15,3,227.74,-27.74,20.0,-12.2
FieldSize,Burnie,2180,Stand,PACERS,9,B/LEAD,14,0,192.37,-192.37,0.0,-100.0
FieldSize,Burnie,2180,Stand,PACERS,10,DEATH,47,2,672.13,-472.13,4.3,-70.2
