StatLevel,Venue,Distance,Start,Gait,FieldSize,Position,Sts,W,Spend,P&L,SR,ROI
FieldSize,Launceston,2200,Mobile,PACERS,11,DEATH,120,10,2088.42,-1088.42,8.3,-52.1
FieldSize,Launceston,2200,Mobile,PACERS,12,DEATH,344,35,4732.43,-1232.43,10.2,-26.0
FieldSize,Launceston,2200,Mobile,PACERS,3,DEATH,1,0,25.64,-25.64,0.0,-100.0
FieldSize,Launceston,2200,Mobile,PACERS,4,DEATH,1,0,38.46,-38.46,0.0,-100.0
FieldSize,Launceston,2200,Mobile,PACERS,5,DEATH,9,3,358.58,-58.58,33.3,-16.3
FieldSize,Launceston,2200,Mobile,PACERS,6,DEATH,40,10,1466.48,-466.48,25.0,-31.8
FieldSize,Launceston,2200,Mobile,PACERS,7,DEATH,62,13,1651.75,-351.75,21.0,-21.3
FieldSize,Launceston,2200,Mobile,PACERS,8,DEATH,73,5,1249.63,-749.63,6.8,-60.0
FieldSize,Launceston,2200,Mobile,PACERS,9,DEATH,99,14,2069.38,-669.38,14.1,-32.3
FieldSize,Launceston,2200,Mobile,PACERS,10,LEAD,114,33,3152.96,147.04,28.9,4.7
FieldSize,Launceston,2200,Mobile,PACERS,11,LEAD,115,28,2398.71,401.29,24.3,16.7
FieldSize,Launceston,2200,Mobile,PACERS,12,LEAD,329,78,7202.12,597.88,23.7,8.3
FieldSize,Launceston,2200,Mobile,PACERS,2,LEAD,2,1,102.68,-2.68,50.0,-2.6
FieldSize,Launceston,2200,Mobile,PACERS,3,LEAD,2,1,86.03,13.97,50.0,16.2
FieldSize,Launceston,2200,Mobile,PACERS,4,LEAD,6,2,173.9,26.1,33.3,15.0
FieldSize,Launceston,2200,Mobile,PACERS,5,LEAD,10,7,443.52,256.48,70.0,57.8
FieldSize,Launceston,2200,Mobile,PACERS,6,LEAD,51,18,1662.9,137.1,35.3,8.2
FieldSize,Launceston,2200,Mobile,PACERS,7,LEAD,66,28,2399.56,400.44,42.4,16.7
FieldSize,Launceston,2200,Mobile,PACERS,8,LEAD,76,32,2456.85,643.15,42.1,26.2
FieldSize,Launceston,2200,Mobile,PACERS,9,LEAD,103,37,3007.87,692.13,35.9,23.0
FieldSize,Launceston,2200,Stand,PACERS,10,B/LEAD,13,1,123.25,-23.25,7.7,-18.9
FieldSize,Launceston,2200,Stand,PACERS,11,B/LEAD,8,1,117.55,-17.55,12.5,-14.9
FieldSize,Launceston,2200,Stand,PACERS,12,B/LEAD,12,1,74.85,25.15,8.3,33.6
FieldSize,Launceston,2200,Stand,PACERS,13,B/LEAD,6,0,75.83,-75.83,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,14,B/LEAD,10,2,119.71,80.29,20.0,67.1
FieldSize,Launceston,2200,Stand,PACERS,4,B/LEAD,1,1,50.0,50.0,100.0,100.0
FieldSize,Launceston,2200,Stand,PACERS,6,B/LEAD,3,0,80.41,-80.41,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,7,B/LEAD,6,0,48.59,-48.59,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,8,B/LEAD,9,3,107.73,192.27,33.3,178.5
FieldSize,Launceston,2200,Stand,PACERS,9,B/LEAD,4,1,72.35,27.65,25.0,38.2
FieldSize,Launceston,2200,Stand,PACERS,10,DEATH,12,2,252.28,-52.28,16.7,-20.7
FieldSize,Launceston,2200,Stand,PACERS,11,DEATH,9,2,104.63,95.37,22.2,91.1
FieldSize,Launceston,2200,Stand,PACERS,12,DEATH,12,0,110.23,-110.23,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,13,DEATH,5,0,32.35,-32.35,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,14,DEATH,9,1,116.24,-16.24,11.1,-14.0
FieldSize,Launceston,2200,Stand,PACERS,6,DEATH,2,0,29.67,-29.67,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,7,DEATH,5,0,145.22,-145.22,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,8,DEATH,8,2,182.68,17.32,25.0,9.5
FieldSize,Launceston,2200,Stand,PACERS,9,DEATH,3,0,15.33,-15.33,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,1,LEAD,1,1,100.0,0.0,100.0,0.0
FieldSize,Launceston,2200,Stand,PACERS,10,LEAD,12,5,170.94,329.06,41.7,192.5
FieldSize,Launceston,2200,Stand,PACERS,11,LEAD,9,3,182.33,117.67,33.3,64.5
FieldSize,Launceston,2200,Stand,PACERS,12,LEAD,12,3,102.96,197.04,25.0,191.4
FieldSize,Launceston,2200,Stand,PACERS,13,LEAD,5,2,57.46,142.54,40.0,248.1
FieldSize,Launceston,2200,Stand,PACERS,14,LEAD,10,3,142.42,157.58,30.0,110.6
FieldSize,Launceston,2200,Stand,PACERS,4,LEAD,1,0,14.29,-14.29,0.0,-100.0
FieldSize,Launceston,2200,Stand,PACERS,6,LEAD,3,2,132.15,67.85,66.7,51.3
FieldSize,Launceston,2200,Stand,PACERS,7,LEAD,5,1,96.64,3.36,20.0,3.5
FieldSize,Launceston,2200,Stand,PACERS,8,LEAD,9,2,265.32,-65.32,22.2,-24.6
FieldSize,Launceston,2200,Stand,PACERS,9,LEAD,3,1,50.68,49.32,33.3,97.3
FieldSize,Launceston,2698,Mobile,PACERS,10,B/LEAD,1,0,6.67,-6.67,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,11,B/LEAD,1,0,29.41,-29.41,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,12,B/LEAD,2,1,13.94,86.06,50.0,617.4
FieldSize,Launceston,2698,Mobile,PACERS,5,B/LEAD,1,0,1.96,-1.96,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,8,B/LEAD,1,0,8.33,-8.33,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,9,B/LEAD,3,0,33.47,-33.47,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,10,DEATH,1,0,6.67,-6.67,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,11,DEATH,1,0,32.26,-32.26,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,12,DEATH,3,0,10.97,-10.97,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,5,DEATH,2,0,21.41,-21.41,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,8,DEATH,1,0,1.64,-1.64,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,9,DEATH,3,0,47.73,-47.73,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,10,LEAD,1,0,10.0,-10.0,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,11,LEAD,1,1,28.57,71.43,100.0,250.0
FieldSize,Launceston,2698,Mobile,PACERS,12,LEAD,3,1,137.2,-37.2,33.3,-27.1
FieldSize,Launceston,2698,Mobile,PACERS,5,LEAD,1,1,91.74,8.26,100.0,9.0
FieldSize,Launceston,2698,Mobile,PACERS,8,LEAD,1,0,62.5,-62.5,0.0,-100.0
FieldSize,Launceston,2698,Mobile,PACERS,9,LEAD,3,2,139.42,60.58,66.7,43.5
FieldSize,Launceston,2698,Stand,PACERS,10,B/LEAD,8,0,44.05,-44.05,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,11,B/LEAD,7,0,84.57,-84.57,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,12,B/LEAD,5,1,47.45,52.55,20.0,110.7
FieldSize,Launceston,2698,Stand,PACERS,13,B/LEAD,3,1,36.67,63.33,33.3,172.7
FieldSize,Launceston,2698,Stand,PACERS,14,B/LEAD,10,0,67.21,-67.21,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,5,B/LEAD,1,0,26.32,-26.32,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,6,B/LEAD,4,0,46.87,-46.87,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,7,B/LEAD,1,0,5.88,-5.88,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,8,B/LEAD,3,2,41.67,158.33,66.7,380.0
FieldSize,Launceston,2698,Stand,PACERS,9,B/LEAD,4,1,44.62,55.38,25.0,124.1
FieldSize,Launceston,2698,Stand,PACERS,10,DEATH,8,4,296.78,103.22,50.0,34.8
FieldSize,Launceston,2698,Stand,PACERS,11,DEATH,6,2,164.49,35.51,33.3,21.6
FieldSize,Launceston,2698,Stand,PACERS,12,DEATH,5,1,124.33,-24.33,20.0,-19.6
FieldSize,Launceston,2698,Stand,PACERS,13,DEATH,3,1,93.61,6.39,33.3,6.8
FieldSize,Launceston,2698,Stand,PACERS,14,DEATH,8,2,142.87,57.13,25.0,40.0
FieldSize,Launceston,2698,Stand,PACERS,6,DEATH,2,1,135.74,-35.74,50.0,-26.3
FieldSize,Launceston,2698,Stand,PACERS,7,DEATH,1,0,20.0,-20.0,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,8,DEATH,3,0,64.05,-64.05,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,9,DEATH,3,0,73.87,-73.87,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,10,LEAD,8,2,131.69,68.31,25.0,51.9
FieldSize,Launceston,2698,Stand,PACERS,11,LEAD,7,3,242.48,57.52,42.9,23.7
FieldSize,Launceston,2698,Stand,PACERS,12,LEAD,5,0,66.31,-66.31,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,13,LEAD,4,1,75.66,24.34,25.0,32.2
FieldSize,Launceston,2698,Stand,PACERS,14,LEAD,8,4,110.24,289.76,50.0,262.8
FieldSize,Launceston,2698,Stand,PACERS,5,LEAD,1,0,12.5,-12.5,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,6,LEAD,4,2,129.37,70.63,50.0,54.6
FieldSize,Launceston,2698,Stand,PACERS,7,LEAD,1,0,11.11,-11.11,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,8,LEAD,3,0,70.99,-70.99,0.0,-100.0
FieldSize,Launceston,2698,Stand,PACERS,9,LEAD,4,0,27.06,-27.06,0.0,-100.0
FieldSize,Leeton,1758,Mobile,PACERS,10,B/LEAD,136,12,1574.57,-374.57,8.8,-23.8
FieldSize,Leeton,1758,Mobile,PACERS,6,B/LEAD,9,2,156.4,43.6,22.2,27.9
FieldSize,Leeton,1758,Mobile,PACERS,7,B/LEAD,21,2,330.7,-130.7,9.5,-39.5
FieldSize,Leeton,1758,Mobile,PACERS,8,B/LEAD,55,7,716.24,-16.24,12.7,-2.3
FieldSize,Leeton,1758,Mobile,PACERS,9,B/LEAD,97,12,1304.74,-104.74,12.4,-8.0
FieldSize,Leeton,1758,Mobile,PACERS,10,DEATH,135,17,2129.4,-429.4,12.6,-20.2
FieldSize,Leeton,1758,Mobile,PACERS,6,DEATH,9,0,154.42,-154.42,0.0,-100.0
FieldSize,Leeton,1758,Mobile,PACERS,7,DEATH,23,3,526.76,-226.76,13.0,-43.0
FieldSize,Leeton,1758,Mobile,PACERS,8,DEATH,54,11,1249.41,-149.41,20.4,-12.0
FieldSize,Leeton,1758,Mobile,PACERS,9,DEATH,96,10,1687.74,-687.74,10.4,-40.7
FieldSize,Leeton,1758,Mobile,PACERS,10,LEAD,135,74,4830.09,2569.91,54.8,53.2
FieldSize,Leeton,1758,Mobile,PACERS,6,LEAD,9,6,438.61,161.39,66.7,36.8
FieldSize,Leeton,1758,Mobile,PACERS,7,LEAD,22,12,800.53,399.47,54.5,49.9
FieldSize,Leeton,1758,Mobile,PACERS,8,LEAD,55,24,1783.95,616.05,43.6,34.5
FieldSize,Leeton,1758,Mobile,PACERS,9,LEAD,97,46,3046.82,1553.18,47.4,51.0
FieldSize,Leeton,2147,Mobile,PACERS,10,B/LEAD,59,5,740.24,-240.24,8.5,-32.5
FieldSize,Leeton,2147,Mobile,PACERS,5,B/LEAD,1,0,33.33,-33.33,0.0,-100.0
FieldSize,Leeton,2147,Mobile,PACERS,6,B/LEAD,1,0,4.76,-4.76,0.0,-100.0
FieldSize,Leeton,2147,Mobile,PACERS,7,B/LEAD,12,1,179.13,-79.13,8.3,-44.2
FieldSize,Leeton,2147,Mobile,PACERS,8,B/LEAD,33,5,505.58,-5.58,15.2,-1.1
FieldSize,Leeton,2147,Mobile,PACERS,9,B/LEAD,40,1,377.08,-277.08,2.5,-73.5
FieldSize,Leeton,2147,Mobile,PACERS,10,DEATH,59,9,1192.03,-292.03,15.3,-24.5
FieldSize,Leeton,2147,Mobile,PACERS,5,DEATH,1,1,16.67,83.33,100.0,499.9
FieldSize,Leeton,2147,Mobile,PACERS,6,DEATH,1,1,51.28,48.72,100.0,95.0
FieldSize,Leeton,2147,Mobile,PACERS,7,DEATH,12,2,312.97,-112.97,16.7,-36.1
FieldSize,Leeton,2147,Mobile,PACERS,8,DEATH,33,3,632.48,-332.48,9.1,-52.6
FieldSize,Leeton,2147,Mobile,PACERS,9,DEATH,39,6,849.17,-249.17,15.4,-29.3
FieldSize,Leeton,2147,Mobile,PACERS,1,LEAD,1,1,100.0,0.0,100.0,0.0
FieldSize,Leeton,2147,Mobile,PACERS,10,LEAD,58,27,1796.62,903.38,46.6,50.3
FieldSize,Leeton,2147,Mobile,PACERS,5,LEAD,1,0,5.56,-5.56,0.0,-100.0
FieldSize,Leeton,2147,Mobile,PACERS,6,LEAD,1,0,7.14,-7.14,0.0,-100.0
FieldSize,Leeton,2147,Mobile,PACERS,7,LEAD,12,7,470.58,229.42,58.3,48.8
FieldSize,Leeton,2147,Mobile,PACERS,8,LEAD,32,13,1217.21,82.79,40.6,6.8
FieldSize,Leeton,2147,Mobile,PACERS,9,LEAD,40,22,1537.63,662.37,55.0,43.1
FieldSize,Leeton,2582,Mobile,PACERS,10,B/LEAD,2,1,45.64,54.36,50.0,119.1
FieldSize,Leeton,2582,Mobile,PACERS,6,B/LEAD,2,0,9.32,-9.32,0.0,-100.0
FieldSize,Leeton,2582,Mobile,PACERS,7,B/LEAD,1,0,6.67,-6.67,0.0,-100.0
FieldSize,Leeton,2582,Mobile,PACERS,10,DEATH,2,0,30.83,-30.83,0.0,-100.0
FieldSize,Leeton,2582,Mobile,PACERS,6,DEATH,1,0,25.0,-25.0,0.0,-100.0
FieldSize,Leeton,2582,Mobile,PACERS,7,DEATH,1,1,74.07,25.93,100.0,35.0
FieldSize,Leeton,2582,Mobile,PACERS,9,DEATH,1,1,20.0,80.0,100.0,400.0
FieldSize,Leeton,2582,Mobile,PACERS,10,LEAD,2,1,94.18,5.82,50.0,6.2
FieldSize,Leeton,2582,Mobile,PACERS,6,LEAD,2,1,70.08,29.92,50.0,42.7
FieldSize,Leeton,2582,Mobile,PACERS,7,LEAD,1,0,3.85,-3.85,0.0,-100.0
FieldSize,Leeton,2582,Mobile,PACERS,9,LEAD,1,0,37.04,-37.04,0.0,-100.0
FieldSize,Lockyer,1400,Mobile,PACERS,7,LEAD,1,1,38.46,61.54,100.0,160.0
FieldSize,Lockyer,1850,Mobile,PACERS,5,B/LEAD,1,1,44.44,55.56,100.0,125.0
FieldSize,Lockyer,1850,Mobile,PACERS,7,B/LEAD,2,0,25.0,-25.0,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,8,B/LEAD,3,1,30.93,69.07,33.3,223.3
FieldSize,Lockyer,1850,Mobile,PACERS,9,B/LEAD,1,1,9.09,90.91,100.0,1000.1
FieldSize,Lockyer,1850,Mobile,PACERS,7,DEATH,2,0,17.78,-17.78,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,8,DEATH,3,0,116.24,-116.24,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,9,DEATH,3,0,55.24,-55.24,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,5,LEAD,1,0,20.0,-20.0,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,7,LEAD,2,0,21.96,-21.96,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,8,LEAD,3,0,16.79,-16.79,0.0,-100.0
FieldSize,Lockyer,1850,Mobile,PACERS,9,LEAD,1,0,80.0,-80.0,0.0,-100.0
FieldSize,Maitland,1646,Mobile,PACERS,10,B/LEAD,38,7,642.9,57.1,18.4,8.9
FieldSize,Maitland,1646,Mobile,PACERS,6,B/LEAD,4,0,136.27,-136.27,0.0,-100.0
FieldSize,Maitland,1646,Mobile,PACERS,7,B/LEAD,3,1,95.41,4.59,33.3,4.8
FieldSize,Maitland,1646,Mobile,PACERS,8,B/LEAD,12,3,178.58,121.42,25.0,68.0
FieldSize,Maitland,1646,Mobile,PACERS,9,B/LEAD,23,3,270.41,29.59,13.0,10.9
FieldSize,Maitland,1646,Mobile,PACERS,10,DEATH,36,5,560.65,-60.65,13.9,-10.8
FieldSize,Maitland,1646,Mobile,PACERS,6,DEATH,4,0,70.66,-70.66,0.0,-100.0
FieldSize,Maitland,1646,Mobile,PACERS,7,DEATH,3,0,72.54,-72.54,0.0,-100.0
FieldSize,Maitland,1646,Mobile,PACERS,8,DEATH,12,1,285.1,-185.1,8.3,-64.9
FieldSize,Maitland,1646,Mobile,PACERS,9,DEATH,24,1,367.27,-267.27,4.2,-72.8
FieldSize,Maitland,1646,Mobile,PACERS,10,LEAD,38,15,918.53,581.47,39.5,63.3
FieldSize,Maitland,1646,Mobile,PACERS,6,LEAD,4,2,118.48,81.52,50.0,68.8
FieldSize,Maitland,1646,Mobile,PACERS,7,LEAD,3,2,68.54,131.46,66.7,191.8
FieldSize,Maitland,1646,Mobile,PACERS,8,LEAD,12,4,395.29,4.71,33.3,1.2
FieldSize,Maitland,1646,Mobile,PACERS,9,LEAD,24,18,799.71,1000.29,75.0,125.1
FieldSize,Maitland,2044,Mobile,PACERS,10,B/LEAD,20,4,306.5,93.5,20.0,30.5
FieldSize,Maitland,2044,Mobile,PACERS,6,B/LEAD,1,0,26.32,-26.32,0.0,-100.0
FieldSize,Maitland,2044,Mobile,PACERS,7,B/LEAD,3,0,30.26,-30.26,0.0,-100.0
FieldSize,Maitland,2044,Mobile,PACERS,8,B/LEAD,9,2,86.16,113.84,22.2,132.1
FieldSize,Maitland,2044,Mobile,PACERS,9,B/LEAD,14,2,256.85,-56.85,14.3,-22.1
FieldSize,Maitland,2044,Mobile,PACERS,10,DEATH,20,1,294.74,-194.74,5.0,-66.1
FieldSize,Maitland,2044,Mobile,PACERS,6,DEATH,1,0,3.85,-3.85,0.0,-100.0
FieldSize,Maitland,2044,Mobile,PACERS,7,DEATH,3,0,44.82,-44.82,0.0,-100.0
FieldSize,Maitland,2044,Mobile,PACERS,8,DEATH,9,2,137.01,62.99,22.2,46.0
FieldSize,Maitland,2044,Mobile,PACERS,9,DEATH,13,1,240.31,-140.31,7.7,-58.4
FieldSize,Maitland,2044,Mobile,PACERS,10,LEAD,20,4,578.57,-178.57,20.0,-30.9
FieldSize,Maitland,2044,Mobile,PACERS,6,LEAD,1,0,20.0,-20.0,0.0,-100.0
FieldSize,Maitland,2044,Mobile,PACERS,7,LEAD,3,1,134.3,-34.3,33.3,-25.5
FieldSize,Maitland,2044,Mobile,PACERS,8,LEAD,9,4,243.09,156.91,44.4,64.5
FieldSize,Maitland,2044,Mobile,PACERS,9,LEAD,14,5,350.08,149.92,35.7,42.8
FieldSize,Maitland,2422,Mobile,PACERS,10,B/LEAD,17,2,201.46,-1.46,11.8,-0.7
FieldSize,Maitland,2422,Mobile,PACERS,6,B/LEAD,1,1,13.33,86.67,100.0,650.2
FieldSize,Maitland,2422,Mobile,PACERS,7,B/LEAD,1,0,20.83,-20.83,0.0,-100.0
FieldSize,Maitland,2422,Mobile,PACERS,8,B/LEAD,4,2,45.76,154.24,50.0,337.1
FieldSize,Maitland,2422,Mobile,PACERS,9,B/LEAD,10,1,142.86,-42.86,10.0,-30.0
FieldSize,Maitland,2422,Mobile,PACERS,10,DEATH,17,2,361.29,-161.29,11.8,-44.6
FieldSize,Maitland,2422,Mobile,PACERS,6,DEATH,1,0,23.81,-23.81,0.0,-100.0
FieldSize,Maitland,2422,Mobile,PACERS,7,DEATH,1,1,41.67,58.33,100.0,140.0
FieldSize,Maitland,2422,Mobile,PACERS,8,DEATH,4,0,135.87,-135.87,0.0,-100.0
FieldSize,Maitland,2422,Mobile,PACERS,9,DEATH,10,3,354.25,-54.25,30.0,-15.3
FieldSize,Maitland,2422,Mobile,PACERS,10,LEAD,17,7,523.02,176.98,41.2,33.8
FieldSize,Maitland,2422,Mobile,PACERS,6,LEAD,1,0,54.05,-54.05,0.0,-100.0
FieldSize,Maitland,2422,Mobile,PACERS,7,LEAD,1,0,27.03,-27.03,0.0,-100.0
FieldSize,Maitland,2422,Mobile,PACERS,8,LEAD,5,2,131.58,68.42,40.0,52.0
FieldSize,Maitland,2422,Mobile,PACERS,9,LEAD,10,4,344.49,55.51,40.0,16.1
FieldSize,Marburg,1850,Mobile,PACERS,5,B/LEAD,3,0,45.62,-45.62,0.0,-100.0
FieldSize,Marburg,1850,Mobile,PACERS,6,B/LEAD,16,1,167.24,-67.24,6.2,-40.2
FieldSize,Marburg,1850,Mobile,PACERS,7,B/LEAD,61,4,1092.3,-692.3,6.6,-63.4
FieldSize,Marburg,1850,Mobile,PACERS,8,B/LEAD,229,23,3353.24,-1053.24,10.0,-31.4
FieldSize,Marburg,1850,Mobile,PACERS,9,B/LEAD,336,31,5055.0,-1955.0,9.2,-38.7
FieldSize,Marburg,1850,Mobile,PACERS,5,DEATH,2,0,78.81,-78.81,0.0,-100.0
FieldSize,Marburg,1850,Mobile,PACERS,6,DEATH,17,2,435.13,-235.13,11.8,-54.0
FieldSize,Marburg,1850,Mobile,PACERS,7,DEATH,65,14,1225.77,174.23,21.5,14.2
FieldSize,Marburg,1850,Mobile,PACERS,8,DEATH,233,26,4721.1,-2121.1,11.2,-44.9
FieldSize,Marburg,1850,Mobile,PACERS,9,DEATH,341,43,6473.93,-2173.93,12.6,-33.6
FieldSize,Marburg,1850,Mobile,PACERS,5,LEAD,3,3,135.26,164.74,100.0,121.8
FieldSize,Marburg,1850,Mobile,PACERS,6,LEAD,16,6,577.38,22.62,37.5,3.9
FieldSize,Marburg,1850,Mobile,PACERS,7,LEAD,61,29,2414.12,485.88,47.5,20.1
FieldSize,Marburg,1850,Mobile,PACERS,8,LEAD,230,113,7733.44,3566.56,49.1,46.1
FieldSize,Marburg,1850,Mobile,PACERS,9,LEAD,340,159,10389.67,5510.33,46.8,53.0
FieldSize,Marburg,1850,Mobile,TROTTERS,7,B/LEAD,1,0,20.83,-20.83,0.0,-100.0
FieldSize,Marburg,1850,Mobile,TROTTERS,7,DEATH,1,0,16.67,-16.67,0.0,-100.0
FieldSize,Marburg,1850,Mobile,TROTTERS,7,LEAD,1,0,50.0,-50.0,0.0,-100.0
FieldSize,Marburg,1850,Stand,PACERS,8,B/LEAD,2,0,18.86,-18.86,0.0,-100.0
FieldSize,Marburg,1850,Stand,PACERS,8,DEATH,2,0,27.62,-27.62,0.0,-100.0
FieldSize,Marburg,1850,Stand,PACERS,8,LEAD,2,0,24.06,-24.06,0.0,-100.0
FieldSize,Marburg,2200,Mobile,PACERS,6,B/LEAD,3,1,43.34,56.66,33.3,130.7
FieldSize,Marburg,2200,Mobile,PACERS,7,B/LEAD,11,0,177.09,-177.09,0.0,-100.0
FieldSize,Marburg,2200,Mobile,PACERS,8,B/LEAD,20,3,329.58,-29.58,15.0,-9.0
FieldSize,Marburg,2200,Mobile,PACERS,9,B/LEAD,34,3,439.75,-139.75,8.8,-31.8
FieldSize,Marburg,2200,Mobile,PACERS,6,DEATH,3,1,91.07,8.93,33.3,9.8
FieldSize,Marburg,2200,Mobile,PACERS,7,DEATH,11,1,272.1,-172.1,9.1,-63.2
FieldSize,Marburg,2200,Mobile,PACERS,8,DEATH,18,0,313.81,-313.81,0.0,-100.0
FieldSize,Marburg,2200,Mobile,PACERS,9,DEATH,38,2,738.39,-538.39,5.3,-72.9
FieldSize,Marburg,2200,Mobile,PACERS,6,LEAD,3,0,48.1,-48.1,0.0,-100.0
FieldSize,Marburg,2200,Mobile,PACERS,7,LEAD,11,6,417.24,182.76,54.5,43.8
FieldSize,Marburg,2200,Mobile,PACERS,8,LEAD,19,10,582.12,417.88,52.6,71.8
FieldSize,Marburg,2200,Mobile,PACERS,9,LEAD,34,20,843.77,1156.23,58.8,137.0
FieldSize,Marburg,2200,Mobile,TROTTERS,9,B/LEAD,1,0,37.04,-37.04,0.0,-100.0
FieldSize,Marburg,2200,Mobile,TROTTERS,9,DEATH,1,0,23.81,-23.81,0.0,-100.0
FieldSize,Marburg,2200,Mobile,TROTTERS,9,LEAD,1,0,10.53,-10.53,0.0,-100.0
FieldSize,Marburg,2200,Stand,PACERS,10,B/LEAD,24,1,278.15,-178.15,4.2,-64.0
FieldSize,Marburg,2200,Stand,PACERS,6,B/LEAD,2,0,9.11,-9.11,0.0,-100.0
FieldSize,Marburg,2200,Stand,PACERS,7,B/LEAD,1,0,14.29,-14.29,0.0,-100.0
FieldSize,Marburg,2200,Stand,PACERS,8,B/LEAD,9,2,131.94,68.06,22.2,51.6
FieldSize,Marburg,2200,Stand,PACERS,9,B/LEAD,14,2,153.84,46.16,14.3,30.0
FieldSize,Marburg,2200,Stand,PACERS,10,DEATH,27,6,521.6,78.4,22.2,15.0
FieldSize,Marburg,2200,Stand,PACERS,6,DEATH,2,1,124.53,-24.53,50.0,-19.7
FieldSize,Marburg,2200,Stand,PACERS,7,DEATH,1,1,15.38,84.62,100.0,550.2
FieldSize,Marburg,2200,Stand,PACERS,8,DEATH,9,1,131.97,-31.97,11.1,-24.2
FieldSize,Marburg,2200,Stand,PACERS,9,DEATH,14,4,265.32,134.68,28.6,50.8
FieldSize,Marburg,2200,Stand,PACERS,10,LEAD,24,13,526.53,773.47,54.2,146.9
FieldSize,Marburg,2200,Stand,PACERS,6,LEAD,2,0,15.47,-15.47,0.0,-100.0
FieldSize,Marburg,2200,Stand,PACERS,7,LEAD,1,0,6.67,-6.67,0.0,-100.0
FieldSize,Marburg,2200,Stand,PACERS,8,LEAD,9,4,174.75,225.25,44.4,128.9
FieldSize,Marburg,2200,Stand,PACERS,9,LEAD,13,5,255.23,244.77,38.5,95.9
FieldSize,Marburg,2200,Stand,TROTTERS,10,B/LEAD,5,1,46.9,53.1,20.0,113.2
FieldSize,Marburg,2200,Stand,TROTTERS,5,B/LEAD,2,0,13.89,-13.89,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,6,B/LEAD,2,0,16.23,-16.23,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,7,B/LEAD,3,1,49.13,50.87,33.3,103.5
FieldSize,Marburg,2200,Stand,TROTTERS,8,B/LEAD,2,0,13.55,-13.55,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,9,B/LEAD,4,1,63.07,36.93,25.0,58.6
FieldSize,Marburg,2200,Stand,TROTTERS,10,DEATH,5,1,97.83,2.17,20.0,2.2
FieldSize,Marburg,2200,Stand,TROTTERS,5,DEATH,2,0,94.3,-94.3,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,6,DEATH,2,1,61.66,38.34,50.0,62.2
FieldSize,Marburg,2200,Stand,TROTTERS,7,DEATH,2,0,45.88,-45.88,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,8,DEATH,2,0,99.04,-99.04,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,9,DEATH,1,0,8.33,-8.33,0.0,-100.0
FieldSize,Marburg,2200,Stand,TROTTERS,10,LEAD,5,2,120.11,79.89,40.0,66.5
FieldSize,Marburg,2200,Stand,TROTTERS,5,LEAD,2,1,31.01,68.99,50.0,222.5
