Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Angela Hurst,100,4,10,14,731.7199999999999,-331.72,-45.33428087246489
Sarah Rushbrook,100,4,10,7,699.81,-299.80999999999995,-42.84162844200568
Dan Russell,100,4,9,17,547.3800000000001,-147.37999999999997,-26.92462274836493
Shane Steele,100,4,9,10,464.86999999999995,-64.86999999999993,-13.954438875384504
Lindsay Harper,100,4,9,8,792.2399999999999,-392.23999999999995,-49.51024941936787
George Batsakis,47,4,9,6,410.2800000000001,-10.280000000000047,-2.5056059276591705
George Chamouras,100,4,8,10,683.19,-283.19,-41.45113365242465
Scott Osmond,100,4,8,4,687.6,-287.59999999999997,-41.82664339732402
Matthew Harding,61,4,8,3,645.1000000000001,-245.09999999999997,-37.99410944039682
Jed Betts,72,4,7,13,607.4,-207.39999999999998,-34.1455383602239
Michael Hardy,75,4,7,10,696.56,-296.56,-42.574939703686695
Michael Jnr Day,100,4,7,10,766.18,-366.18,-47.792946827116346
Ella Turnbull,57,4,7,7,663.15,-263.15,-39.681821608987406
Nathan Townsend,79,4,7,7,758.3,-358.29999999999995,-47.2504285902677
William Cassell,84,4,7,7,550.1400000000002,-150.14,-27.291234958374215
Kaiden Hayter,52,4,7,2,515.4300000000001,-115.42999999999998,-22.39489358399782
Cooper Griffiths,100,4,6,17,747.1199999999999,-347.12,-46.461077203126685
Corey Bell,100,4,6,15,775.45,-375.44999999999993,-48.417048165581264
Stephen Boyington,100,4,6,14,959.1999999999999,-559.2,-58.29858215179316
Kayleb Williams,100,4,6,13,644.3399999999999,-244.33999999999997,-37.920973399137104
