AsOfDate,ModelRoi30,ModelRoi30_BSP,OverlayRoi30,OverlayRoi30_BSP,Rows30d,OverlayRows30d,OverlayRows30d_BSP
2026-08-07,-25.8,2.9,-29.2,3.9,9962,5723,6615
