Race Anchor,Venue,Date,MeetingTime,Race No,Time,State,VenDist Sample,Horse No,Horse,Race Name,Distance,Prizemoney,Barrier,Trainer,Driver,RaceAnchorFull,RunnerAnchor,Gait,Start,VenDist,VenDistGaitStart,VenDistGaitStart Sample,BM LT,BM Q1,BM Q2,BM Q3,BM Q4,Br Sts,Br Wins,Br Places,Br Win %,Br Pla %,Br ROI %,Dr Sts,Dr Win,Dr Pla,Dr Win%,Dr Pla%,Dr ROI%,Tr Sts,Tr Win,Tr Pla,Tr Win%,Tr Pla%,Tr ROI%,Driver_clean,Dr 30 Sts,Dr 30 Win,Dr 30 Pla,Dr 30 Win %,Dr 30 Pla %,Dr 30 ROI %,Dr 90 Sts,Dr 90 Win,Dr 90 Pla,Dr 90 Win %,Dr 90 Pla %,Dr 90 ROI %,Dr 180 Sts,Dr 180 Win,Dr 180 Pla,Dr 180 Win %,Dr 180 Pla %,Dr 180 ROI %,Dr 365 Sts,Dr 365 Win,Dr 365 Pla,Dr 365 Win %,Dr 365 Pla %,Dr 365 ROI %,Dr All Sts,Dr All Win,Dr All Pla,Dr All Win %,Dr All Pla %,Dr All ROI %,Ld %,Dth %,BL %,Bell Pos Sts,Bell Pos Lead,Bell Pos Lead %,Bell Pos Lead ROI %,Bell Pos BL,Bell Pos BL %,Bell Pos BL ROI %,Bell Pos Dth,Bell Pos Dth %,Bell Pos Dth ROI %,Tr 30 Sts,Tr 30 Win,Tr 30 Pla,Tr 30 Win %,Tr 30 Pla %,Tr 30 ROI %,Tr 90 Sts,Tr 90 Win,Tr 90 Pla,Tr 90 Win %,Tr 90 Pla %,Tr 90 ROI %,Tr 180 Sts,Tr 180 Win,Tr 180 Pla,Tr 180 Win %,Tr 180 Pla %,Tr 180 ROI %,Tr 365 Sts,Tr 365 Win,Tr 365 Pla,Tr 365 Win %,Tr 365 Pla %,Tr 365 ROI %,Tr All Sts,Tr All Win,Tr All Pla,Tr All Win %,Tr All Pla %,Tr All ROI %
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,5,4:12 PM,NSW,2614,6.0,SKY BLU,TAB WE'RE ON LADYSHIP PACE,1609.0,"$9,996",FR5,D J Thorn,Will Rixon,PC180825_R5,PC180825_R5_SKY BLU,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2225.0,320.0,565.0,14.38,39.78,-5.11,1567.0,179.0,378.0,11.42,35.55,-15.21,456.0,62.0,135.0,13.6,43.2,-25.43,will rixon,110.0,15.0,26.0,13.64,37.27,-27.34,342.0,52.0,95.0,15.2,42.98,-20.1,653.0,98.0,166.0,15.01,40.43,-16.67,1251.0,171.0,325.0,13.67,39.65,-21.79,4321.0,599.0,1096.0,13.86,39.23,-12.65,8.2,8.2,6.1,49.0,4.0,8.2,-12.2,3.0,6.1,24.1,4.0,8.2,-100.0,16.0,7.0,5.0,43.75,75.0,76.84,48.0,12.0,18.0,25.0,62.5,0.68,89.0,22.0,28.0,24.72,56.18,2.05,131.0,29.0,38.0,22.14,51.15,-6.32,661.0,118.0,205.0,17.85,48.87,-18.0
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,5,4:12 PM,NSW,2614,7.0,YUKON BE SERIOUS NZ,TAB WE'RE ON LADYSHIP PACE,1609.0,"$9,996",FR6,D A Micallef,Blake Micallef,PC180825_R5,PC180825_R5_YUKON BE SERIOUS NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2215.0,302.0,554.0,13.63,38.65,-8.98,81.0,3.0,13.0,3.7,19.75,-53.76,49.0,1.0,7.0,2.04,16.33,-76.71,blake micallef,35.0,3.0,13.0,8.57,45.71,-33.97,133.0,10.0,34.0,7.52,33.08,-30.11,281.0,18.0,74.0,6.41,32.74,-45.73,548.0,42.0,126.0,7.66,30.66,-35.95,2841.0,297.0,724.0,10.45,35.94,-23.9,17.5,7.5,10.0,40.0,7.0,17.5,24.1,4.0,10.0,8.8,3.0,7.5,-100.0,32.0,3.0,11.0,9.38,43.75,-34.07,89.0,8.0,28.0,8.99,40.45,-26.95,197.0,18.0,60.0,9.14,39.59,-33.45,351.0,36.0,93.0,10.26,36.75,-24.98,1564.0,167.0,401.0,10.68,36.32,-22.97
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,5,4:12 PM,NSW,2614,8.0,CONSIDER IT DONE,TAB WE'RE ON LADYSHIP PACE,1609.0,"$9,996",FR7,G R Watts,Joshua Gallagher,PC180825_R5,PC180825_R5_CONSIDER IT DONE,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2173.0,259.0,511.0,11.92,35.43,-10.75,1813.0,179.0,417.0,9.87,32.87,-22.17,106.0,9.0,21.0,8.49,28.3,-15.26,joshua gallagher,20.0,3.0,3.0,15.0,30.0,49.68,267.0,27.0,54.0,10.11,30.34,-28.78,605.0,73.0,132.0,12.07,33.88,-21.45,1189.0,138.0,296.0,11.61,36.5,-23.13,5054.0,631.0,1253.0,12.49,37.28,-18.76,1.5,18.5,9.2,65.0,1.0,1.5,400.0,6.0,9.2,6.6,12.0,18.5,7.4,6.0,2.0,0.0,33.33,33.33,294.01,20.0,2.0,4.0,10.0,30.0,-6.13,42.0,4.0,8.0,9.52,28.57,-18.02,85.0,6.0,16.0,7.06,25.88,-25.98,222.0,16.0,54.0,7.21,31.53,-42.94
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,5,4:12 PM,NSW,2614,9.0,SNOW HUNTER,TAB WE'RE ON LADYSHIP PACE,1609.0,"$9,996",FR8,L C Jurd,Chris Geary,PC180825_R5,PC180825_R5_SNOW HUNTER,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2044.0,203.0,417.0,9.93,30.33,-14.55,1136.0,86.0,228.0,7.57,27.64,-12.01,1063.0,50.0,191.0,4.7,22.67,-32.16,chris geary,53.0,0.0,9.0,0.0,16.98,-100.0,152.0,4.0,24.0,2.63,18.42,-70.01,321.0,13.0,45.0,4.05,18.07,-53.4,619.0,42.0,95.0,6.79,22.13,-23.0,2513.0,239.0,511.0,9.51,29.84,-12.78,21.2,23.1,7.7,52.0,11.0,21.2,-2.7,4.0,7.7,-30.0,12.0,23.1,-58.4,35.0,3.0,9.0,8.57,34.29,-8.77,100.0,8.0,21.0,8.0,29.0,-14.96,188.0,15.0,37.0,7.98,27.66,-20.69,382.0,35.0,78.0,9.16,29.58,-7.83,2001.0,141.0,394.0,7.05,26.74,-25.47
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,5,4:12 PM,NSW,2614,10.0,CHARLIES ACE NZ,TAB WE'RE ON LADYSHIP PACE,1609.0,"$9,996",FR9,T D Williams,Robert Morris,PC180825_R5,PC180825_R5_CHARLIES ACE NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,1719.0,180.0,307.0,10.47,28.33,-9.53,2151.0,229.0,481.0,10.65,33.01,-19.18,757.0,57.0,145.0,7.53,26.68,-13.24,robert morris,122.0,15.0,31.0,12.3,37.7,-33.99,333.0,51.0,73.0,15.32,37.24,-11.83,704.0,96.0,178.0,13.64,38.92,-15.61,1336.0,185.0,317.0,13.85,37.57,-14.06,5413.0,712.0,1307.0,13.15,37.3,-17.79,2.2,8.1,18.4,136.0,3.0,2.2,93.1,25.0,18.4,-71.5,11.0,8.1,-60.7,57.0,7.0,9.0,12.28,28.07,-10.92,187.0,19.0,33.0,10.16,27.81,-3.23,322.0,29.0,64.0,9.01,28.88,-7.28,592.0,54.0,108.0,9.12,27.36,-10.49,2117.0,194.0,404.0,9.16,28.25,-14.62
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,1.0,GIMME A REASON,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR1,G W Hartman,Robert Morris,PC180825_R6,PC180825_R6_GIMME A REASON,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2227.0,189.0,472.0,8.49,29.68,-33.67,2151.0,229.0,481.0,10.65,33.01,-19.18,125.0,7.0,35.0,5.6,33.6,-35.84,robert morris,122.0,15.0,31.0,12.3,37.7,-33.99,333.0,51.0,73.0,15.32,37.24,-11.83,704.0,96.0,178.0,13.64,38.92,-15.61,1336.0,185.0,317.0,13.85,37.57,-14.06,5413.0,712.0,1307.0,13.15,37.3,-17.79,8.9,20.0,0.0,90.0,8.0,8.9,14.9,0.0,0.0,0.0,18.0,20.0,-24.8,4.0,0.0,2.0,0.0,50.0,-100.0,4.0,0.0,2.0,0.0,50.0,-100.0,8.0,1.0,4.0,12.5,62.5,135.79,28.0,5.0,12.0,17.86,60.71,27.46,165.0,12.0,47.0,7.27,35.76,-24.38
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,2.0,TITIAN RAIDER,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR2,H B Martin,Glenn McElhinney,PC180825_R6,PC180825_R6_TITIAN RAIDER,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2230.0,197.0,481.0,8.83,30.4,-31.94,490.0,23.0,67.0,4.69,18.37,-30.34,295.0,33.0,59.0,11.19,31.19,-6.27,glenn mcelhinney,10.0,0.0,0.0,0.0,0.0,-100.0,38.0,0.0,3.0,0.0,7.89,-100.0,103.0,2.0,10.0,1.94,11.65,-49.63,236.0,6.0,29.0,2.54,14.83,-44.19,1602.0,72.0,286.0,4.49,22.35,-41.32,20.4,25.5,3.1,98.0,20.0,20.4,68.3,3.0,3.1,385.3,25.0,25.5,-49.7,6.0,0.0,3.0,0.0,50.0,-100.0,13.0,2.0,4.0,15.38,46.15,2.96,32.0,4.0,8.0,12.5,37.5,9.02,88.0,6.0,17.0,6.82,26.14,-25.45,384.0,43.0,81.0,11.2,32.29,-12.83
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,3.0,THE TAX CULLECTOR,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR3,I C Wilson,Jim Douglass,PC180825_R6,PC180825_R6_THE TAX CULLECTOR,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2230.0,236.0,498.0,10.58,32.91,-25.46,1010.0,52.0,217.0,5.15,26.63,-30.21,452.0,25.0,105.0,5.53,28.76,-21.27,jim douglass,46.0,3.0,6.0,6.52,19.57,-17.07,133.0,5.0,24.0,3.76,21.8,-54.9,248.0,11.0,51.0,4.44,25.0,-49.06,501.0,33.0,114.0,6.59,29.34,-30.35,2198.0,142.0,473.0,6.46,27.98,-26.38,15.2,7.6,12.1,66.0,10.0,15.2,50.7,8.0,12.1,27.7,5.0,7.6,-100.0,26.0,2.0,3.0,7.69,19.23,-7.42,83.0,2.0,17.0,2.41,22.89,-70.15,158.0,6.0,36.0,3.8,26.58,-56.23,308.0,21.0,83.0,6.82,33.77,-32.08,1183.0,67.0,283.0,5.66,29.59,-34.91
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,4.0,STORMTIDE,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR4,T D Williams,Joshua Gallagher,PC180825_R6,PC180825_R6_STORMTIDE,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2228.0,234.0,484.0,10.5,32.23,-23.5,1813.0,179.0,417.0,9.87,32.87,-22.17,757.0,57.0,145.0,7.53,26.68,-13.24,joshua gallagher,20.0,3.0,3.0,15.0,30.0,49.68,267.0,27.0,54.0,10.11,30.34,-28.78,605.0,73.0,132.0,12.07,33.88,-21.45,1189.0,138.0,296.0,11.61,36.5,-23.13,5054.0,631.0,1253.0,12.49,37.28,-18.76,10.1,7.6,12.7,158.0,16.0,10.1,108.4,20.0,12.7,-10.4,12.0,7.6,-47.4,57.0,7.0,9.0,12.28,28.07,-10.92,187.0,19.0,33.0,10.16,27.81,-3.23,322.0,29.0,64.0,9.01,28.88,-7.28,592.0,54.0,108.0,9.12,27.36,-10.49,2117.0,194.0,404.0,9.16,28.25,-14.62
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,5.0,AMERICAN HAMMER NZ,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR5,D Aiken,Bailey McDonough,PC180825_R6,PC180825_R6_AMERICAN HAMMER NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2225.0,320.0,565.0,14.38,39.78,-5.11,458.0,39.0,103.0,8.52,31.0,-22.43,332.0,36.0,89.0,10.84,37.65,-21.29,bailey mcdonough,49.0,4.0,9.0,8.16,26.53,-3.78,142.0,18.0,27.0,12.68,31.69,23.9,241.0,32.0,51.0,13.28,34.44,17.77,453.0,58.0,109.0,12.8,36.87,7.15,1772.0,226.0,394.0,12.75,34.99,-6.39,18.2,4.5,18.2,44.0,8.0,18.2,39.9,8.0,18.2,168.7,2.0,4.5,-100.0,11.0,1.0,3.0,9.09,36.36,-13.21,49.0,7.0,13.0,14.29,40.82,12.63,101.0,11.0,27.0,10.89,37.62,-20.98,207.0,26.0,53.0,12.56,38.16,-10.18,1192.0,176.0,296.0,14.77,39.6,-10.35
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,6.0,HUTA NZ,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR6,W J Turnbull,Emma Turnbull,PC180825_R6,PC180825_R6_HUTA NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2215.0,302.0,554.0,13.63,38.65,-8.98,19.0,2.0,1.0,10.53,15.79,108.46,20.0,2.0,2.0,10.0,20.0,80.26,emma turnbull,8.0,1.0,3.0,12.5,50.0,125.12,20.0,2.0,7.0,10.0,45.0,4.31,91.0,6.0,16.0,6.59,24.18,-38.61,232.0,21.0,40.0,9.05,26.29,-11.55,973.0,87.0,189.0,8.94,28.37,-11.48,18.5,22.2,22.2,27.0,5.0,18.5,163.5,6.0,22.2,100.9,6.0,22.2,129.8,26.0,2.0,6.0,7.69,30.77,-31.96,75.0,9.0,20.0,12.0,38.67,2.21,161.0,15.0,31.0,9.32,28.57,-19.28,388.0,33.0,83.0,8.51,29.9,-22.66,1577.0,135.0,359.0,8.56,31.33,-18.46
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,7.0,TOMAHAWK BART,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR7,S M Grima,Cameron Hart,PC180825_R6,PC180825_R6_TOMAHAWK BART,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2173.0,259.0,511.0,11.92,35.43,-10.75,1959.0,415.0,553.0,21.18,49.41,-9.08,275.0,48.0,73.0,17.45,44.0,-25.19,cameron hart,104.0,23.0,27.0,22.12,48.08,-3.87,316.0,59.0,77.0,18.67,43.04,-13.88,591.0,101.0,152.0,17.09,42.81,-20.29,1102.0,195.0,283.0,17.7,43.38,-20.61,4600.0,927.0,1273.0,20.15,47.83,-14.28,26.9,3.8,23.1,52.0,14.0,26.9,6.9,12.0,23.1,-100.0,2.0,3.8,-100.0,24.0,2.0,8.0,8.33,41.67,-64.03,102.0,9.0,31.0,8.82,39.22,-54.64,206.0,25.0,64.0,12.14,43.2,-45.24,417.0,74.0,113.0,17.75,44.84,-29.46,639.0,127.0,169.0,19.87,46.32,-22.19
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,8.0,ROLL UP NZ,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR8,L A McCarthy,Chris Geary,PC180825_R6,PC180825_R6_ROLL UP NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2044.0,203.0,417.0,9.93,30.33,-14.55,1136.0,86.0,228.0,7.57,27.64,-12.01,299.0,57.0,65.0,19.06,40.8,-5.81,chris geary,53.0,0.0,9.0,0.0,16.98,-100.0,152.0,4.0,24.0,2.63,18.42,-70.01,321.0,13.0,45.0,4.05,18.07,-53.4,619.0,42.0,95.0,6.79,22.13,-23.0,2513.0,239.0,511.0,9.51,29.84,-12.78,13.1,26.2,6.6,61.0,8.0,13.1,38.3,4.0,6.6,-100.0,16.0,26.2,-18.4,18.0,3.0,5.0,16.67,44.44,-32.1,92.0,24.0,21.0,26.09,48.91,-10.34,158.0,40.0,41.0,25.32,51.27,-12.37,231.0,56.0,56.0,24.24,48.48,-11.68,538.0,115.0,126.0,21.38,44.8,-11.1
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,9.0,BLACK ONYX,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR9,"D A McDowell, K L McDowell",Lleyton Green,PC180825_R6,PC180825_R6_BLACK ONYX,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,1719.0,180.0,307.0,10.47,28.33,-9.53,599.0,62.0,150.0,10.35,35.39,-13.86,594.0,56.0,142.0,9.43,33.33,-25.37,lleyton green,23.0,5.0,8.0,21.74,56.52,5.85,113.0,20.0,27.0,17.7,41.59,-6.53,218.0,41.0,53.0,18.81,43.12,1.52,360.0,56.0,81.0,15.56,38.06,-8.99,1883.0,241.0,475.0,12.8,38.02,-15.05,15.6,14.3,5.2,77.0,12.0,15.6,98.0,4.0,5.2,119.6,11.0,14.3,-47.8,28.0,4.0,7.0,14.29,39.29,2.56,115.0,17.0,24.0,14.78,35.65,-14.92,226.0,39.0,49.0,17.26,38.94,2.45,392.0,48.0,78.0,12.24,32.14,-15.42,1854.0,229.0,444.0,12.35,36.3,-17.86
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,6,4:52 PM,NSW,2614,10.0,UNFAZED NZ,WARDS ACCOUNTING GROUP PACE,1609.0,"$9,996",FR10,P R J Fitzpatrick,Gavin Fitzpatrick,PC180825_R6,PC180825_R6_UNFAZED NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,1133.0,104.0,171.0,9.18,24.27,-6.02,561.0,59.0,153.0,10.52,37.79,-23.97,615.0,89.0,191.0,14.47,45.53,-9.64,gavin fitzpatrick,13.0,3.0,1.0,23.08,30.77,37.33,51.0,3.0,10.0,5.88,25.49,-51.53,88.0,8.0,17.0,9.09,28.41,-26.6,139.0,11.0,28.0,7.91,28.06,-37.34,1007.0,124.0,278.0,12.31,39.92,-25.83,2.9,17.6,1.5,67.0,2.0,3.0,-100.0,1.0,1.5,-100.0,12.0,17.9,-10.3,13.0,2.0,2.0,15.38,30.77,-3.54,48.0,2.0,14.0,4.17,33.33,-72.16,91.0,9.0,21.0,9.89,32.97,-31.81,242.0,31.0,56.0,12.81,35.95,-19.02,1370.0,228.0,408.0,16.64,46.42,-12.95
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,7,5:20 PM,NSW,2614,1.0,VIOLET HANOVER,MULTIQUIP AGGREGATES PACE,1609.0,"$9,996",FR1,D J Thorn,Will Rixon,PC180825_R7,PC180825_R7_VIOLET HANOVER,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2227.0,189.0,472.0,8.49,29.68,-33.67,1567.0,179.0,378.0,11.42,35.55,-15.21,456.0,62.0,135.0,13.6,43.2,-25.43,will rixon,110.0,15.0,26.0,13.64,37.27,-27.34,342.0,52.0,95.0,15.2,42.98,-20.1,653.0,98.0,166.0,15.01,40.43,-16.67,1251.0,171.0,325.0,13.67,39.65,-21.79,4321.0,599.0,1096.0,13.86,39.23,-12.65,30.0,10.0,10.0,10.0,3.0,30.0,27.6,1.0,10.0,125.0,1.0,10.0,200.0,16.0,7.0,5.0,43.75,75.0,76.84,48.0,12.0,18.0,25.0,62.5,0.68,89.0,22.0,28.0,24.72,56.18,2.05,131.0,29.0,38.0,22.14,51.15,-6.32,661.0,118.0,205.0,17.85,48.87,-18.0
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,7,5:20 PM,NSW,2614,2.0,CAPTAIN BART,MULTIQUIP AGGREGATES PACE,1609.0,"$9,996",FR2,S M Grima,Chris Geary,PC180825_R7,PC180825_R7_CAPTAIN BART,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2230.0,197.0,481.0,8.83,30.4,-31.94,1136.0,86.0,228.0,7.57,27.64,-12.01,275.0,48.0,73.0,17.45,44.0,-25.19,chris geary,53.0,0.0,9.0,0.0,16.98,-100.0,152.0,4.0,24.0,2.63,18.42,-70.01,321.0,13.0,45.0,4.05,18.07,-53.4,619.0,42.0,95.0,6.79,22.13,-23.0,2513.0,239.0,511.0,9.51,29.84,-12.78,10.3,10.3,6.9,29.0,3.0,10.3,-3.2,2.0,6.9,-100.0,3.0,10.3,-100.0,24.0,2.0,8.0,8.33,41.67,-64.03,102.0,9.0,31.0,8.82,39.22,-54.64,206.0,25.0,64.0,12.14,43.2,-45.24,417.0,74.0,113.0,17.75,44.84,-29.46,639.0,127.0,169.0,19.87,46.32,-22.19
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,7,5:20 PM,NSW,2614,3.0,SPITFIRE,MULTIQUIP AGGREGATES PACE,1609.0,"$9,996",FR3,B P Fitzpatrick,Zara Fitzpatrick,PC180825_R7,PC180825_R7_SPITFIRE,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2230.0,236.0,498.0,10.58,32.91,-25.46,123.0,9.0,21.0,7.32,24.39,-45.78,816.0,80.0,208.0,9.8,35.29,-29.59,zara fitzpatrick,44.0,4.0,8.0,9.09,27.27,-42.58,152.0,15.0,27.0,9.87,27.63,-26.75,278.0,29.0,55.0,10.43,30.22,-28.9,465.0,62.0,103.0,13.33,35.48,-21.1,640.0,93.0,143.0,14.53,36.88,-18.96,12.5,31.2,0.0,16.0,2.0,12.5,188.1,0.0,0.0,0.0,5.0,31.2,-28.0,28.0,5.0,5.0,17.86,35.71,-2.9,84.0,12.0,20.0,14.29,38.1,2.32,205.0,23.0,44.0,11.22,32.68,-20.09,364.0,50.0,82.0,13.74,36.26,-16.14,1626.0,232.0,431.0,14.27,40.77,-19.86
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,7,5:20 PM,NSW,2614,4.0,PERFECT STRANGER NZ,MULTIQUIP AGGREGATES PACE,1609.0,"$9,996",FR4,D M Atkinson,Bailey McDonough,PC180825_R7,PC180825_R7_PERFECT STRANGER NZ,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2228.0,234.0,484.0,10.5,32.23,-23.5,458.0,39.0,103.0,8.52,31.0,-22.43,102.0,11.0,19.0,10.78,29.41,-26.75,bailey mcdonough,49.0,4.0,9.0,8.16,26.53,-3.78,142.0,18.0,27.0,12.68,31.69,23.9,241.0,32.0,51.0,13.28,34.44,17.77,453.0,58.0,109.0,12.8,36.87,7.15,1772.0,226.0,394.0,12.75,34.99,-6.39,42.9,0.0,14.3,7.0,3.0,42.9,12.9,1.0,14.3,-100.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,30.0,-100.0,39.0,8.0,13.0,20.51,53.85,-16.85,65.0,12.0,21.0,18.46,50.77,-13.95,116.0,26.0,31.0,22.41,49.14,-2.63,256.0,53.0,72.0,20.7,48.83,-1.54
PC180825,Nswhrc at Tabcorp Pk Menangle,2025-08-18,Day,7,5:20 PM,NSW,2614,5.0,WAHAKA,MULTIQUIP AGGREGATES PACE,1609.0,"$9,996",FR5,K M Crouch,Joshua Gallagher,PC180825_R7,PC180825_R7_WAHAKA,PACERS,Mobile,Nswhrc at Tabcorp Pk Menangle_1609.0,Nswhrc at Tabcorp Pk Menangle_1609.0_pacers_mobile,2224,0.0,27.3,29.6,28.2,27.6,2225.0,320.0,565.0,14.38,39.78,-5.11,1813.0,179.0,417.0,9.87,32.87,-22.17,11.0,1.0,4.0,9.09,45.45,-10.44,joshua gallagher,20.0,3.0,3.0,15.0,30.0,49.68,267.0,27.0,54.0,10.11,30.34,-28.78,605.0,73.0,132.0,12.07,33.88,-21.45,1189.0,138.0,296.0,11.61,36.5,-23.13,5054.0,631.0,1253.0,12.49,37.28,-18.76,27.6,6.9,13.8,29.0,8.0,27.6,-48.3,4.0,13.8,-100.0,2.0,6.9,98.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,3.0,0.0,1.0,0.0,33.33,-100.0,8.0,1.0,4.0,12.5,62.5,-28.57,29.0,5.0,5.0,17.24,34.48,0.81
