Race Anchor,Venue,Date,MeetingTime,Race No,Time,State,VenDist Sample,Horse No,Horse,Race Name,Distance,Prizemoney,Barrier,Trainer,Driver,RaceAnchorFull,RunnerAnchor,Gait,Start,VenDist,VenDistGaitStart,VenDistGaitStart Sample,BM LT,BM Q1,BM Q2,BM Q3,BM Q4,Br Sts,Br Wins,Br Places,Br Win %,Br Pla %,Br ROI %,Dr Sts,Dr Win,Dr Pla,Dr Win%,Dr Pla%,Dr ROI%,Tr Sts,Tr Win,Tr Pla,Tr Win%,Tr Pla%,Tr ROI%,Driver_clean,Dr 30 Sts,Dr 30 Win,Dr 30 Pla,Dr 30 Win %,Dr 30 Pla %,Dr 30 ROI %,Dr 90 Sts,Dr 90 Win,Dr 90 Pla,Dr 90 Win %,Dr 90 Pla %,Dr 90 ROI %,Dr 180 Sts,Dr 180 Win,Dr 180 Pla,Dr 180 Win %,Dr 180 Pla %,Dr 180 ROI %,Dr 365 Sts,Dr 365 Win,Dr 365 Pla,Dr 365 Win %,Dr 365 Pla %,Dr 365 ROI %,Dr All Sts,Dr All Win,Dr All Pla,Dr All Win %,Dr All Pla %,Dr All ROI %,Ld %,Dth %,BL %,Bell Pos Sts,Bell Pos Lead,Bell Pos Lead %,Bell Pos Lead ROI %,Bell Pos BL,Bell Pos BL %,Bell Pos BL ROI %,Bell Pos Dth,Bell Pos Dth %,Bell Pos Dth ROI %,Tr 30 Sts,Tr 30 Win,Tr 30 Pla,Tr 30 Win %,Tr 30 Pla %,Tr 30 ROI %,Tr 90 Sts,Tr 90 Win,Tr 90 Pla,Tr 90 Win %,Tr 90 Pla %,Tr 90 ROI %,Tr 180 Sts,Tr 180 Win,Tr 180 Pla,Tr 180 Win %,Tr 180 Pla %,Tr 180 ROI %,Tr 365 Sts,Tr 365 Win,Tr 365 Pla,Tr 365 Win %,Tr 365 Pla %,Tr 365 ROI %,Tr All Sts,Tr All Win,Tr All Pla,Tr All Win %,Tr All Pla %,Tr All ROI %
MX160825,Melton,2025-08-16,Night,3,6:58 PM,VIC,1599,9.0,ITS CONFIDENTIAL,HIP POCKET CASTLEMAINE PACE,2240.0,"$15,000",SR2,R W Jack,Nathan Jack,MX160825_R3,MX160825_R3_ITS CONFIDENTIAL,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,722.0,62.0,153.0,8.59,29.78,-29.69,493.0,83.0,121.0,16.84,41.38,-13.21,158.0,29.0,41.0,18.35,44.3,10.93,nathan jack,29.0,7.0,8.0,24.14,51.72,-21.69,29.0,7.0,8.0,24.14,51.72,-21.69,29.0,7.0,8.0,24.14,51.72,-21.69,356.0,59.0,94.0,16.57,42.98,-23.31,2243.0,429.0,589.0,19.13,45.39,-19.05,31.2,18.8,0.0,16.0,5.0,31.2,1.3,0.0,0.0,0.0,3.0,18.8,-3.8,18.0,6.0,6.0,33.33,66.67,-20.32,46.0,13.0,11.0,28.26,52.17,-31.88,71.0,22.0,15.0,30.99,52.11,-21.31,148.0,39.0,36.0,26.35,50.68,-20.48,736.0,184.0,207.0,25.0,53.12,-10.63
MX160825,Melton,2025-08-16,Night,3,6:58 PM,VIC,1599,10.0,FOX DAN,HIP POCKET CASTLEMAINE PACE,2240.0,"$15,000",SR3,E J Stewart,Ryan Sanderson,MX160825_R3,MX160825_R3_FOX DAN,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,601.0,52.0,110.0,8.65,26.96,-18.35,369.0,48.0,80.0,13.01,34.69,-3.93,1319.0,384.0,372.0,29.11,57.32,-10.52,ryan sanderson,88.0,20.0,17.0,22.73,42.05,-10.22,145.0,30.0,28.0,20.69,40.0,-13.83,323.0,62.0,69.0,19.2,40.56,-10.55,726.0,124.0,181.0,17.08,42.01,-8.55,3326.0,455.0,814.0,13.68,38.15,-12.23,30.0,40.0,0.0,10.0,3.0,30.0,2.9,0.0,0.0,0.0,4.0,40.0,44.3,30.0,17.0,8.0,56.67,83.33,-2.29,97.0,46.0,23.0,47.42,71.13,-8.42,254.0,117.0,60.0,46.06,69.69,-9.98,661.0,262.0,182.0,39.64,67.17,-9.8,3042.0,1102.0,832.0,36.23,63.58,-9.1
MX160825,Melton,2025-08-16,Night,3,6:58 PM,VIC,1599,11.0,HEZASWEETIE NZ,HIP POCKET CASTLEMAINE PACE,2240.0,"$15,000",SR4,I Walsh,Jordan Leedham,MX160825_R3,MX160825_R3_HEZASWEETIE NZ,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,462.0,47.0,85.0,10.17,28.57,-3.94,554.0,57.0,125.0,10.29,32.85,-16.49,105.0,16.0,17.0,15.24,31.43,5.73,jordan leedham,74.0,6.0,18.0,8.11,32.43,-48.56,222.0,34.0,52.0,15.32,38.74,-15.94,392.0,58.0,95.0,14.8,39.03,-8.53,616.0,82.0,140.0,13.31,36.04,-8.01,2741.0,309.0,695.0,11.27,36.63,-16.09,25.0,0.0,25.0,4.0,1.0,25.0,120.0,1.0,25.0,-100.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,100.0,160.01,16.0,4.0,2.0,25.0,37.5,-18.47,48.0,8.0,10.0,16.67,37.5,-13.03,114.0,19.0,31.0,16.67,43.86,-14.11,305.0,46.0,73.0,15.08,39.02,-15.0
MX160825,Melton,2025-08-16,Night,3,6:58 PM,VIC,1599,12.0,DHAULAGIRI NZ,HIP POCKET CASTLEMAINE PACE,2240.0,"$15,000",SR5,M D Horsnell,Glen Craven,MX160825_R3,MX160825_R3_DHAULAGIRI NZ,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,344.0,25.0,53.0,7.27,22.67,-26.09,366.0,52.0,101.0,14.21,41.8,-7.48,44.0,2.0,5.0,4.55,15.91,-45.81,glen craven,14.0,1.0,5.0,7.14,42.86,-60.42,66.0,9.0,13.0,13.64,33.33,-17.46,112.0,18.0,18.0,16.07,32.14,-4.5,216.0,31.0,54.0,14.35,39.35,-17.43,1242.0,182.0,305.0,14.65,39.21,-14.86,8.9,11.4,6.3,79.0,7.0,8.9,-28.2,5.0,6.3,142.0,9.0,11.4,-21.8,9.0,0.0,0.0,0.0,0.0,-100.0,25.0,3.0,2.0,12.0,20.0,-15.35,43.0,5.0,5.0,11.63,23.26,-12.22,91.0,8.0,18.0,8.79,28.57,-35.88,342.0,40.0,69.0,11.7,31.87,-26.49
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,1.0,LE BELLE BIJOUX,CITY OF MELTON PACE,2240.0,"$17,500",FR1,K M Males,Ewa Justice,MX160825_R4,MX160825_R4_LE BELLE BIJOUX,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,967.0,112.0,259.0,11.58,38.37,-16.52,275.0,24.0,69.0,8.73,33.82,-26.18,240.0,19.0,45.0,7.92,26.67,-5.48,ewa justice,55.0,4.0,19.0,7.27,41.82,-46.15,85.0,5.0,29.0,5.88,40.0,-54.31,211.0,20.0,51.0,9.48,33.65,-22.9,516.0,53.0,123.0,10.27,34.11,-24.59,1017.0,111.0,256.0,10.91,36.09,-19.5,6.2,20.8,5.2,96.0,6.0,6.2,172.2,5.0,5.2,-100.0,20.0,20.8,54.4,11.0,2.0,4.0,18.18,54.55,76.54,39.0,4.0,8.0,10.26,30.77,4.34,61.0,6.0,12.0,9.84,29.51,-4.0,158.0,12.0,23.0,7.59,22.15,-15.5,721.0,73.0,147.0,10.12,30.51,-8.17
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,2.0,WINGS ON THE LINE,CITY OF MELTON PACE,2240.0,"$17,500",FR2,E J Stewart,Ryan Sanderson,MX160825_R4,MX160825_R4_WINGS ON THE LINE,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,966.0,105.0,206.0,10.87,32.19,-12.25,369.0,48.0,80.0,13.01,34.69,-3.93,1319.0,384.0,372.0,29.11,57.32,-10.52,ryan sanderson,88.0,20.0,17.0,22.73,42.05,-10.22,145.0,30.0,28.0,20.69,40.0,-13.83,323.0,62.0,69.0,19.2,40.56,-10.55,726.0,124.0,181.0,17.08,42.01,-8.55,3326.0,455.0,814.0,13.68,38.15,-12.23,27.8,38.9,5.6,18.0,5.0,27.8,19.0,1.0,5.6,-100.0,7.0,38.9,1.2,30.0,17.0,8.0,56.67,83.33,-2.29,97.0,46.0,23.0,47.42,71.13,-8.42,254.0,117.0,60.0,46.06,69.69,-9.98,661.0,262.0,182.0,39.64,67.17,-9.8,3042.0,1102.0,832.0,36.23,63.58,-9.1
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,3.0,JUSTALITTLESIP NZ,CITY OF MELTON PACE,2240.0,"$17,500",FR3,J Pace,Adrian Pace,MX160825_R4,MX160825_R4_JUSTALITTLESIP NZ,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,967.0,97.0,176.0,10.03,28.23,-22.02,103.0,4.0,29.0,3.88,32.04,-71.56,188.0,24.0,51.0,12.77,39.89,-15.93,adrian pace,2.0,0.0,0.0,0.0,0.0,-100.0,18.0,2.0,2.0,11.11,22.22,-0.7,46.0,6.0,10.0,13.04,34.78,2.43,77.0,10.0,16.0,12.99,33.77,-1.9,350.0,52.0,86.0,14.86,39.43,-11.91,5.4,10.8,8.1,37.0,2.0,5.4,35.9,3.0,8.1,-100.0,4.0,10.8,-45.9,3.0,0.0,0.0,0.0,0.0,-100.0,23.0,3.0,4.0,13.04,30.43,-4.6,49.0,7.0,13.0,14.29,40.82,-0.73,84.0,11.0,24.0,13.1,41.67,-9.94,482.0,89.0,120.0,18.46,43.36,0.95
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,4.0,ARGGGHHH,CITY OF MELTON PACE,2240.0,"$17,500",FR4,D M Miles,David Miles,MX160825_R4,MX160825_R4_ARGGGHHH,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,966.0,117.0,223.0,12.11,35.2,-19.41,250.0,26.0,65.0,10.4,36.4,-17.72,394.0,37.0,97.0,9.39,34.01,-18.6,david miles,21.0,4.0,7.0,19.05,52.38,5.14,41.0,9.0,13.0,21.95,53.66,17.44,97.0,15.0,33.0,15.46,49.48,-13.03,216.0,31.0,68.0,14.35,45.83,-12.61,830.0,102.0,213.0,12.29,37.95,-17.8,3.9,14.3,11.7,77.0,3.0,3.9,242.9,9.0,11.7,-2.4,11.0,14.3,-20.0,35.0,6.0,10.0,17.14,45.71,5.1,69.0,11.0,22.0,15.94,47.83,-2.07,142.0,18.0,46.0,12.68,45.07,-18.13,287.0,34.0,87.0,11.85,42.16,-17.9,1243.0,147.0,319.0,11.83,37.49,-17.51
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,5.0,ROADMASTER,CITY OF MELTON PACE,2240.0,"$17,500",SCR,M J Craven,SCRATCHED,MX160825_R4,MX160825_R4_ROADMASTER,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,54.0,125.0,13.3,44.09,-21.66,scratched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,14.3,19.0,21.0,6.0,28.6,66.0,4.0,19.0,214.7,3.0,14.3,-100.0,17.0,4.0,5.0,23.53,52.94,32.48,48.0,7.0,15.0,14.58,45.83,-16.64,83.0,13.0,26.0,15.66,46.99,-6.87,232.0,33.0,58.0,14.22,39.22,-10.26,1272.0,218.0,348.0,17.14,44.5,-12.78
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,6.0,KOSIMO,CITY OF MELTON PACE,2240.0,"$17,500",FR5,J A Douglas,Ellen Tormey,MX160825_R4,MX160825_R4_KOSIMO,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,957.0,132.0,199.0,13.79,34.59,0.17,626.0,43.0,119.0,6.87,25.88,-17.44,1428.0,114.0,307.0,7.98,29.48,-11.57,ellen tormey,112.0,19.0,26.0,16.96,40.18,8.45,350.0,37.0,93.0,10.57,37.14,-28.05,686.0,68.0,180.0,9.91,36.15,-33.17,958.0,100.0,249.0,10.44,36.43,-26.26,4953.0,587.0,1262.0,11.85,37.33,-19.65,0.0,5.1,4.4,136.0,0.0,0.0,0.0,6.0,4.4,157.6,7.0,5.1,2.2,61.0,7.0,17.0,11.48,39.34,-2.84,189.0,17.0,57.0,8.99,39.15,-19.41,377.0,30.0,88.0,7.96,31.3,-22.65,746.0,70.0,169.0,9.38,32.04,-22.36,4838.0,673.0,1287.0,13.91,40.51,-14.66
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,7.0,GHOST OF TIME,CITY OF MELTON PACE,2240.0,"$17,500",FR6,S R Loftus,Glen Craven,MX160825_R4,MX160825_R4_GHOST OF TIME,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,886.0,86.0,151.0,9.71,26.75,-19.34,366.0,52.0,101.0,14.21,41.8,-7.48,28.0,4.0,7.0,14.29,39.29,-8.72,glen craven,14.0,1.0,5.0,7.14,42.86,-60.42,66.0,9.0,13.0,13.64,33.33,-17.46,112.0,18.0,18.0,16.07,32.14,-4.5,216.0,31.0,54.0,14.35,39.35,-17.43,1242.0,182.0,305.0,14.65,39.21,-14.86,38.9,9.3,22.2,54.0,21.0,38.9,65.4,12.0,22.2,-46.7,5.0,9.3,-100.0,1.0,0.0,0.0,0.0,0.0,-100.0,2.0,0.0,0.0,0.0,0.0,-100.0,2.0,0.0,0.0,0.0,0.0,-100.0,10.0,3.0,1.0,30.0,40.0,39.2,97.0,15.0,24.0,15.46,40.21,-9.29
MX160825,Melton,2025-08-16,Night,4,7:37 PM,VIC,1599,8.0,JILLIBYJACKSPARROW,CITY OF MELTON PACE,2240.0,"$17,500",SR1,"M A Lee, P D Lee",Lochie Cook,MX160825_R4,MX160825_R4_JILLIBYJACKSPARROW,PACERS,Mobile,Melton_2240.0,Melton_2240.0_pacers_mobile,967,45.2,30.7,30.1,28.4,28.0,847.0,79.0,210.0,9.33,34.12,-19.93,183.0,20.0,32.0,10.93,28.42,-3.51,90.0,23.0,21.0,25.56,48.89,9.72,lochie cook,31.0,5.0,4.0,16.13,29.03,33.88,132.0,16.0,19.0,12.12,26.52,-18.34,316.0,37.0,69.0,11.71,33.54,-25.66,710.0,88.0,172.0,12.39,36.62,-22.11,1578.0,189.0,377.0,11.98,35.87,-19.67,20.0,5.5,12.7,55.0,11.0,20.0,139.5,7.0,12.7,-8.4,3.0,5.5,-100.0,37.0,13.0,14.0,35.14,72.97,11.71,108.0,30.0,33.0,27.78,58.33,-4.3,201.0,58.0,56.0,28.86,56.72,1.23,246.0,70.0,69.0,28.46,56.5,1.33,246.0,70.0,69.0,28.46,56.5,1.33
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,1.0,SAM NIEN,VHRC THE HOLMFIELD,1720.0,"$30,000",FR1,D J Pace,Darren Pace,MX160825_R5,MX160825_R5_SAM NIEN,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,1008.0,127.0,258.0,12.6,38.19,-21.17,49.0,2.0,5.0,4.08,14.29,-17.33,27.0,4.0,3.0,14.81,25.93,49.23,darren pace,5.0,0.0,1.0,0.0,20.0,-100.0,16.0,3.0,4.0,18.75,43.75,92.21,19.0,3.0,4.0,15.79,36.84,88.24,52.0,4.0,6.0,7.69,19.23,-7.13,169.0,13.0,27.0,7.69,23.67,-24.06,0.0,8.3,8.3,12.0,0.0,0.0,0.0,1.0,8.3,-100.0,1.0,8.3,220.0,8.0,0.0,2.0,0.0,25.0,-100.0,16.0,2.0,5.0,12.5,43.75,21.68,16.0,2.0,5.0,12.5,43.75,21.68,34.0,3.0,7.0,8.82,29.41,-25.66,132.0,12.0,24.0,9.09,27.27,-23.85
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,2.0,COMMODUS,VHRC THE HOLMFIELD,1720.0,"$30,000",FR2,J E Davies,Chris Alford,MX160825_R5,MX160825_R5_COMMODUS,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,1008.0,106.0,223.0,10.52,32.64,-25.1,1498.0,204.0,361.0,13.62,37.72,-19.1,66.0,12.0,19.0,18.18,46.97,-3.22,chris alford,99.0,12.0,19.0,12.12,31.31,-29.56,331.0,47.0,81.0,14.2,38.67,-21.15,586.0,76.0,141.0,12.97,37.03,-22.24,1372.0,174.0,352.0,12.68,38.34,-23.65,6543.0,905.0,1751.0,13.83,40.59,-23.71,25.0,16.7,16.7,12.0,3.0,25.0,45.0,2.0,16.7,140.0,2.0,16.7,-100.0,5.0,2.0,1.0,40.0,60.0,20.41,9.0,2.0,4.0,22.22,66.67,-25.45,36.0,7.0,11.0,19.44,50.0,-23.66,99.0,12.0,26.0,12.12,38.38,-37.12,364.0,58.0,111.0,15.93,46.43,-24.85
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,3.0,TRACY THE JET,VHRC THE HOLMFIELD,1720.0,"$30,000",FR3,J A Tubbs,James Herbertson,MX160825_R5,MX160825_R5_TRACY THE JET,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,1008.0,88.0,198.0,8.73,28.37,-32.66,1397.0,205.0,344.0,14.67,39.3,-6.41,786.0,122.0,210.0,15.52,42.24,-18.35,james herbertson,140.0,31.0,37.0,22.14,48.57,-13.84,254.0,64.0,67.0,25.2,51.57,-3.79,547.0,131.0,157.0,23.95,52.65,-7.06,1553.0,359.0,487.0,23.12,54.48,-11.87,7338.0,1225.0,1941.0,16.69,43.15,-11.7,14.3,14.3,0.0,7.0,1.0,14.3,75.0,0.0,0.0,0.0,1.0,14.3,95.0,23.0,4.0,4.0,17.39,34.78,-23.13,89.0,15.0,16.0,16.85,34.83,-9.77,238.0,39.0,63.0,16.39,42.86,-18.06,457.0,75.0,106.0,16.41,39.61,-15.97,2021.0,404.0,535.0,19.99,46.46,-10.58
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,4.0,WATTS UP THE HILL,VHRC THE HOLMFIELD,1720.0,"$30,000",SCR,"C W Lang, S L Mahar",SCRATCHED,MX160825_R5,MX160825_R5_WATTS UP THE HILL,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,8.0,15.0,15.09,43.4,-1.12,scratched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,-100.0,10.0,6.0,1.0,60.0,70.0,41.63,21.0,10.0,4.0,47.62,66.67,23.65,61.0,19.0,17.0,31.15,59.02,12.72,157.0,35.0,43.0,22.29,49.68,0.03
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,5.0,ALDEBARAN ABEL,VHRC THE HOLMFIELD,1720.0,"$30,000",FR4,G F Webster,Anthony Butt,MX160825_R5,MX160825_R5_ALDEBARAN ABEL,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,1007.0,126.0,222.0,12.51,34.56,-11.62,545.0,71.0,141.0,13.03,38.9,-3.27,285.0,35.0,65.0,12.28,35.09,-11.99,anthony butt,41.0,2.0,6.0,4.88,19.51,-51.78,123.0,10.0,23.0,8.13,26.83,-40.42,183.0,14.0,46.0,7.65,32.79,-43.24,337.0,25.0,87.0,7.42,33.23,-40.74,1605.0,194.0,406.0,12.09,37.38,-21.64,15.0,25.0,0.0,20.0,3.0,15.0,3.7,0.0,0.0,0.0,5.0,25.0,-100.0,11.0,1.0,0.0,9.09,9.09,-13.87,41.0,9.0,7.0,21.95,39.02,27.13,89.0,15.0,18.0,16.85,37.08,-3.92,163.0,22.0,39.0,13.5,37.42,-17.26,813.0,134.0,231.0,16.48,44.9,-13.47
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,6.0,VYTIS,VHRC THE HOLMFIELD,1720.0,"$30,000",FR5,"E Brosnan, R J Brosnan",Emmett Brosnan,MX160825_R5,MX160825_R5_VYTIS,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,998.0,134.0,234.0,13.43,36.87,-2.3,134.0,13.0,23.0,9.7,26.87,-7.54,194.0,24.0,38.0,12.37,31.96,13.61,emmett brosnan,11.0,1.0,2.0,9.09,27.27,0.79,35.0,5.0,5.0,14.29,28.57,20.15,62.0,6.0,8.0,9.68,22.58,-16.64,122.0,17.0,22.0,13.93,31.97,-0.71,596.0,68.0,154.0,11.41,37.25,-12.53,8.3,8.3,8.3,12.0,1.0,8.3,-100.0,1.0,8.3,360.0,1.0,8.3,-100.0,13.0,1.0,2.0,7.69,23.08,-10.46,35.0,4.0,5.0,11.43,25.71,-3.05,65.0,5.0,9.0,7.69,21.54,-31.05,135.0,18.0,26.0,13.33,32.59,-7.11,760.0,91.0,193.0,11.97,37.37,-10.63
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,7.0,MECARNO,VHRC THE HOLMFIELD,1720.0,"$30,000",FR6,M J Bellman,Michael Bellman,MX160825_R5,MX160825_R5_MECARNO,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,927.0,94.0,207.0,10.14,32.47,-21.48,888.0,56.0,149.0,6.31,23.09,-25.83,51.0,3.0,7.0,5.88,19.61,-36.05,michael bellman,83.0,5.0,11.0,6.02,19.28,-20.47,221.0,13.0,30.0,5.88,19.46,-28.14,473.0,35.0,78.0,7.4,23.89,-27.36,1061.0,88.0,195.0,8.29,26.67,-23.25,5236.0,494.0,1131.0,9.43,31.04,-20.7,16.7,16.7,16.7,6.0,1.0,16.7,-100.0,1.0,16.7,-100.0,1.0,16.7,20.0,2.0,0.0,0.0,0.0,0.0,-100.0,9.0,1.0,0.0,11.11,11.11,-0.68,36.0,5.0,4.0,13.89,25.0,-11.97,79.0,10.0,14.0,12.66,30.38,-1.29,343.0,39.0,85.0,11.37,36.15,-22.96
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,8.0,NO MONEY NO HONEY,VHRC THE HOLMFIELD,1720.0,"$30,000",SR1,J A Tubbs,Kerryn Manning,MX160825_R5,MX160825_R5_NO MONEY NO HONEY,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,866.0,109.0,224.0,12.59,38.45,-2.36,686.0,80.0,169.0,11.66,36.3,-11.55,786.0,122.0,210.0,15.52,42.24,-18.35,kerryn manning,77.0,6.0,18.0,7.79,31.17,-32.44,206.0,28.0,51.0,13.59,38.35,-8.08,402.0,66.0,89.0,16.42,38.56,10.13,731.0,100.0,170.0,13.68,36.94,-9.18,2513.0,372.0,624.0,14.8,39.63,-11.46,0.0,7.7,7.7,13.0,0.0,0.0,0.0,1.0,7.7,260.0,1.0,7.7,-100.0,23.0,4.0,4.0,17.39,34.78,-23.13,89.0,15.0,16.0,16.85,34.83,-9.77,238.0,39.0,63.0,16.39,42.86,-18.06,457.0,75.0,106.0,16.41,39.61,-15.97,2021.0,404.0,535.0,19.99,46.46,-10.58
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,9.0,ALRIGHTY,VHRC THE HOLMFIELD,1720.0,"$30,000",SR2,A P Gath,Kate Gath,MX160825_R5,MX160825_R5_ALRIGHTY,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,728.0,80.0,177.0,10.99,35.3,-20.87,1183.0,208.0,300.0,17.58,42.94,-25.24,1137.0,182.0,273.0,16.01,40.02,-24.81,kate gath,39.0,7.0,11.0,17.95,46.15,-20.44,118.0,23.0,30.0,19.49,44.92,-26.06,209.0,41.0,48.0,19.62,42.58,-19.93,446.0,84.0,104.0,18.83,42.15,-20.33,2489.0,532.0,662.0,21.37,47.97,-18.54,38.5,23.1,7.7,13.0,5.0,38.5,98.6,1.0,7.7,-100.0,3.0,23.1,-100.0,40.0,6.0,12.0,15.0,45.0,-36.72,130.0,26.0,29.0,20.0,42.31,-23.97,221.0,48.0,52.0,21.72,45.25,-15.2,454.0,88.0,105.0,19.38,42.51,-17.66,2195.0,411.0,561.0,18.72,44.28,-20.31
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,10.0,KEAYANG KURKI,VHRC THE HOLMFIELD,1720.0,"$30,000",SR3,A Ruokonen,Jason Lee,MX160825_R5,MX160825_R5_KEAYANG KURKI,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,558.0,62.0,111.0,11.11,31.0,-13.63,453.0,76.0,120.0,16.78,43.27,-12.66,17.0,2.0,2.0,11.76,23.53,-20.76,jason lee,36.0,9.0,15.0,25.0,66.67,-15.85,90.0,20.0,33.0,22.22,58.89,-26.15,185.0,42.0,59.0,22.7,54.59,-15.81,338.0,85.0,97.0,25.15,53.85,-5.03,1940.0,387.0,519.0,19.95,46.7,-13.12,7.7,0.0,30.8,13.0,1.0,7.7,320.0,4.0,30.8,257.7,0.0,0.0,0.0,7.0,2.0,4.0,28.57,85.71,22.71,11.0,4.0,4.0,36.36,72.73,44.56,15.0,5.0,4.0,33.33,60.0,36.24,29.0,9.0,6.0,31.03,51.72,38.29,51.0,15.0,9.0,29.41,47.06,36.61
MX160825,Melton,2025-08-16,Night,5,8:10 PM,VIC,1339,11.0,IJUSTCALLEDTOSAY,VHRC THE HOLMFIELD,1720.0,"$30,000",SCR,K D Sugars,SCRATCHED,MX160825_R5,MX160825_R5_IJUSTCALLEDTOSAY,PACERS,Mobile,Melton_1720.0,Melton_1720.0_pacers_mobile,1008,7.1,28.9,30.3,28.6,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,12.0,8.33,41.67,-48.0,scratched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.7,0.0,6.0,3.0,50.0,103.1,0.0,0.0,0.0,1.0,16.7,250.0,13.0,2.0,3.0,15.38,38.46,-19.77,35.0,6.0,7.0,17.14,37.14,-1.12,57.0,9.0,14.0,15.79,40.35,-6.64,94.0,16.0,29.0,17.02,47.87,-0.61,224.0,27.0,68.0,12.05,42.41,-26.33
